candidate_id,part3_page,part3_source_y,part3_name,disposal_consideration,part3_row_rank,candidate_rank,candidate_source,candidate_page,candidate_row_id,candidate_cusip,candidate_name,overlap_tokens,coverage_score,jaccard_score,candidate_status,boundary
CFAASBANC-0068,5830,483.2,"Shattuck Owner, LLC Berkeley IA......... AAIA RML, LLC. West Des Moines","18,086,645",16,3,part1,5815,CFAASBACP-0115,,"AAIA RML, LLC Apollo West Putnam Investor, L.P.",aaia;rml,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0069,5830,483.2,"Shattuck Owner, LLC Berkeley IA......... AAIA RML, LLC. West Des Moines","18,086,645",16,4,part2,5826,CFAASBACP2-0025,,"Shattuck Owner, LLC Berkeley Times Square Equity New",owner;shattuck,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0070,5830,483.2,"Shattuck Owner, LLC Berkeley IA......... AAIA RML, LLC. West Des Moines","18,086,645",16,5,part2,5826,CFAASBACP2-0026,,"Times Square Equity New AAIA RML, LLC. West",aaia;rml,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0071,5830,491.2,"AAIA RML, LLC. West Des Moines .........CYM........ NNN Investor 1,L.P.","34,305",17,1,part1,5816,CFAASBACP-0123,,"L.P. NNN Investor 1,L.P.",investor;nnn,1.0000,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0072,5830,491.2,"AAIA RML, LLC. West Des Moines .........CYM........ NNN Investor 1,L.P.","34,305",17,2,part1,5815,CFAASBACP-0115,,"AAIA RML, LLC Apollo West Putnam Investor, L.P.",aaia;investor;rml,0.7500,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0073,5830,491.2,"AAIA RML, LLC. West Des Moines .........CYM........ NNN Investor 1,L.P.","34,305",17,3,part1,5816,CFAASBACP-0124,,"NNN Investor 1,L.P. NNN Investor (Auto), L.P.",investor;nnn,0.6667,0.4000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0074,5830,491.2,"AAIA RML, LLC. West Des Moines .........CYM........ NNN Investor 1,L.P.","34,305",17,4,part1,5816,CFAASBACP-0125,,"NNN Investor (Auto), L.P. NNN Opportunities Fund, L.P.",investor;nnn,0.5000,0.3333,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0075,5830,491.2,"AAIA RML, LLC. West Des Moines .........CYM........ NNN Investor 1,L.P.","34,305",17,5,part1,5815,CFAASBACP-0114,,"A-A SPN-5 (USREIII AAA), L.P. AAIA RML, LLC",aaia;rml,0.5000,0.2857,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0076,5830,499.2,"NNN Investor 1,L.P. DE......... NNN Investor (Auto), L.P. Wilmington","39,520",18,1,part1,5816,CFAASBACP-0124,,"NNN Investor 1,L.P. NNN Investor (Auto), L.P.",auto;investor;nnn,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0077,5830,499.2,"NNN Investor 1,L.P. DE......... NNN Investor (Auto), L.P. Wilmington","39,520",18,2,part1,5816,CFAASBACP-0125,,"NNN Investor (Auto), L.P. NNN Opportunities Fund, L.P.",auto;investor;nnn,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0078,5830,499.2,"NNN Investor 1,L.P. DE......... NNN Investor (Auto), L.P. Wilmington","39,520",18,3,part1,5816,CFAASBACP-0123,,"L.P. NNN Investor 1,L.P.",investor;nnn,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0079,5830,507.3,"NNN Investor (Auto), L.P. Wilmington DE......... NNN Opportunities Fund, L.P. Wilmington","1,273,921",19,1,part1,5816,CFAASBACP-0125,,"NNN Investor (Auto), L.P. NNN Opportunities Fund, L.P.",auto;investor;nnn;opportunities,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0080,5830,507.3,"NNN Investor (Auto), L.P. Wilmington DE......... NNN Opportunities Fund, L.P. Wilmington","1,273,921",19,2,part1,5816,CFAASBACP-0124,,"NNN Investor 1,L.P. NNN Investor (Auto), L.P.",auto;investor;nnn,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0081,5830,507.3,"NNN Investor (Auto), L.P. Wilmington DE......... NNN Opportunities Fund, L.P. Wilmington","1,273,921",19,3,part1,5816,CFAASBACP-0123,,"L.P. NNN Investor 1,L.P.",investor;nnn,1.0000,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0082,5830,507.3,"NNN Investor (Auto), L.P. Wilmington DE......... NNN Opportunities Fund, L.P. Wilmington","1,273,921",19,4,part2,5826,CFAASBACP2-0029,,"NNN Opportunities Fund, L.P. Wilmington Silver Mass JV LLC Wilmington",nnn;opportunities,0.5000,0.3333,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0083,5830,507.3,"NNN Investor (Auto), L.P. Wilmington DE......... NNN Opportunities Fund, L.P. Wilmington","1,273,921",19,5,part2,5826,CFAASBACP2-0028,,"Apollo Asia Real Estate Fund, L.P. NNN Opportunities Fund, L.P. Wilmington",nnn;opportunities,0.5000,0.2500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0084,5830,524.3,.........LUX........ Italian AIF,"26,191,653",20,1,part1,5816,CFAASBACP-0127,,Italian AIF,aif;italian,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0085,5830,524.3,.........LUX........ Italian AIF,"26,191,653",20,2,part2,5826,CFAASBACP2-0030,,Italian AIF,aif;italian,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0086,5830,541.4,".........CYM........ Apollo Credit Secondaries Fund I (A), L.P.","1,404,646",21,1,part1,5816,CFAASBACP-0153,,"Apollo Credit Secondaries Fund I (A), L.P. Apollo Credit Secondaries Fund I (A), L.P.",apollo;credit;secondaries,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0087,5830,541.4,".........CYM........ Apollo Credit Secondaries Fund I (A), L.P.","1,404,646",21,2,part2,5826,CFAASBACP2-0031,,"Apollo Credit Secondaries Fund I (A), L.P.",apollo;credit;secondaries,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0088,5830,541.4,".........CYM........ Apollo Credit Secondaries Fund I (A), L.P.","1,404,646",21,3,part1,5816,CFAASBACP-0152,,"Apollo Clean Transition Capital Apollo Credit Secondaries Fund I (A), L.P.",apollo;credit;secondaries,1.0000,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0089,5830,541.4,".........CYM........ Apollo Credit Secondaries Fund I (A), L.P.","1,404,646",21,4,part2,5826,CFAASBACP2-0032,,"Apollo Credit Secondaries Fund I (A), L.P. Apollo European Principal Finance Fund III (Dollar B), L.P.",apollo;credit;secondaries,1.0000,0.3750,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0090,5830,541.4,".........CYM........ Apollo Credit Secondaries Fund I (A), L.P.","1,404,646",21,5,part1,5817,CFAASBACP-0159,,"Apollo Gretel Investor L.P Financial Credit Investment III, LP",apollo;credit,0.6667,0.2500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0091,5831,173.8,"Apollo European Principal Finance Fund III .........CYM........ (Dollar B), L.P.","1,303,467",22,1,part1,5817,CFAASBACP-0156,,"Apollo European Principal Finance Fund III (Dollar B), L.P.",apollo;dollar;european;finance;iii;principal,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0092,5831,173.8,"Apollo European Principal Finance Fund III .........CYM........ (Dollar B), L.P.","1,303,467",22,2,part1,5817,CFAASBACP-0157,,"Apollo European Principal Finance Fund III (Dollar B), L.P.",apollo;dollar;european;finance;iii;principal,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0093,5831,173.8,"Apollo European Principal Finance Fund III .........CYM........ (Dollar B), L.P.","1,303,467",22,3,part1,5816,CFAASBACP-0155,,"Apollo European Principal Finance Fund II (Dollar A), L.P.",apollo;dollar;european;finance;principal,1.0000,0.8333,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0094,5831,173.8,"Apollo European Principal Finance Fund III .........CYM........ (Dollar B), L.P.","1,303,467",22,4,part2,5826,CFAASBACP2-0032,,"Apollo Credit Secondaries Fund I (A), L.P. Apollo European Principal Finance Fund III (Dollar B), L.P.",apollo;dollar;european;finance;iii;principal,1.0000,0.7500,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0095,5831,173.8,"Apollo European Principal Finance Fund III .........CYM........ (Dollar B), L.P.","1,303,467",22,5,part1,5816,CFAASBACP-0154,,"Apollo European Principal Finance Fund (Feeder), L.P.",apollo;european;finance;principal,0.8000,0.5714,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0096,5832,213.5,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,135,455",23,1,part1,5818,CFAASBACP-0195,,ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0097,5832,213.5,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,135,455",23,2,part1,5818,CFAASBACP-0196,,ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0098,5832,213.5,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,135,455",23,3,part2,5827,CFAASBACP2-0059,YR6758-93-6,ABN AMRO Bank NV,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0099,5832,213.5,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,135,455",23,4,part2,5827,CFAASBACP2-0060,,ABN AMRO Bank NV ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0100,5832,213.5,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,135,455",23,5,part2,5827,CFAASBACP2-0061,,ABN AMRO Bank NV Junior Subordinated Perpet. ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0101,5832,227.2,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,119,793",24,1,part1,5818,CFAASBACP-0195,,ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0102,5832,227.2,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,119,793",24,2,part1,5818,CFAASBACP-0196,,ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0103,5832,227.2,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,119,793",24,3,part2,5827,CFAASBACP2-0059,YR6758-93-6,ABN AMRO Bank NV,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0104,5832,227.2,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,119,793",24,4,part2,5827,CFAASBACP2-0060,,ABN AMRO Bank NV ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0105,5832,227.2,ABN AMRO Bank NV Junior Subordinated .........NLD........ Perpet.,"8,119,793",24,5,part2,5827,CFAASBACP2-0061,,ABN AMRO Bank NV Junior Subordinated Perpet. ABN AMRO Bank NV Junior Subordinated Perpet.,abn;amro;bank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0106,5832,240.9,AIB Group PLC AIB GROUP PLC Perpetual .........IRL........ Perpet.,"139,141",25,1,part1,5818,CFAASBACP-0199,,AIB Group PLC AIB GROUP PLC Perpetual Perpet.,aib;group;plc,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0107,5832,240.9,AIB Group PLC AIB GROUP PLC Perpetual .........IRL........ Perpet.,"139,141",25,2,part2,5827,CFAASBACP2-0064,,Achmea BV Junior Subordinated Perpet. AIB Group PLC AIB GROUP PLC Perpetual Perpet.,aib;group;plc,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0108,5832,240.9,AIB Group PLC AIB GROUP PLC Perpetual .........IRL........ Perpet.,"139,141",25,3,part2,5827,CFAASBACP2-0065,,AIB Group PLC AIB GROUP PLC Perpetual Perpet. Allianz SE,aib;group;plc,1.0000,0.7500,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0109,5832,240.9,AIB Group PLC AIB GROUP PLC Perpetual .........IRL........ Perpet.,"139,141",25,4,part1,5820,CFAASBACP-0242,639057-AT-5,NatWest Group PLC Junior Subordinated Perpet.,group;plc,0.6667,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0110,5832,240.9,AIB Group PLC AIB GROUP PLC Perpetual .........IRL........ Perpet.,"139,141",25,5,part1,5820,CFAASBACP-0243,639057-AQ-1,NatWest Group PLC Junior Subordinated Perpet.,group;plc,0.6667,0.5000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0111,5832,270.6,ASR Nederland NV Junior Subordinated .........NLD........ Perpet.,"12,110",27,1,part1,5818,CFAASBACP-0201,,ASR Nederland NV Junior Subordinated Perpet.,asr;nederland,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0112,5832,270.6,ASR Nederland NV Junior Subordinated .........NLD........ Perpet.,"12,110",27,2,part1,5818,CFAASBACP-0202,AP4442-22-8,ASR Nederland NV Subordinated Perpet.,asr;nederland,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0113,5832,270.6,ASR Nederland NV Junior Subordinated .........NLD........ Perpet.,"12,110",27,3,part2,5827,CFAASBACP2-0068,,ASR Nederland NV Junior Subordinated Perpet. ASR Nederland NV Subordinated Perpet.,asr;nederland,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0114,5832,270.6,ASR Nederland NV Junior Subordinated .........NLD........ Perpet.,"12,110",27,4,part2,5827,CFAASBACP2-0067,,Allianz SE Unsecured Perpet. ASR Nederland NV Junior Subordinated Perpet.,asr;nederland,1.0000,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0115,5832,270.6,ASR Nederland NV Junior Subordinated .........NLD........ Perpet.,"12,110",27,5,part2,5827,CFAASBACP2-0069,05254H-AA-2,ASR Nederland NV Subordinated Perpet. Australia & New Zealand Bankin Junior Subordinated Perpet.,asr;nederland,1.0000,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0116,5832,298.0,Aviva PLC Junior Subordinated .........GBR........ Perpet.,"5,832,011",28,1,part1,5818,CFAASBACP-0204,BX0460-26-7,Aviva PLC Junior Subordinated Perpet.,aviva;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0117,5832,298.0,Aviva PLC Junior Subordinated .........GBR........ Perpet.,"5,832,011",28,2,part1,5818,CFAASBACP-0205,,Aviva PLC Junior Subordinated Perpet.,aviva;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0118,5832,298.0,Aviva PLC Junior Subordinated .........GBR........ Perpet.,"5,832,011",28,3,part2,5827,CFAASBACP2-0071,,Aviva PLC Junior Subordinated Perpet. Aviva PLC Junior Subordinated Perpet.,aviva;plc,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0119,5832,298.0,Aviva PLC Junior Subordinated .........GBR........ Perpet.,"5,832,011",28,4,part2,5827,CFAASBACP2-0072,,Aviva PLC Junior Subordinated Perpet. AXA SA AXA SA Perpet.,aviva;plc,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0120,5832,298.0,Aviva PLC Junior Subordinated .........GBR........ Perpet.,"5,832,011",28,5,part2,5827,CFAASBACP2-0070,,Australia & New Zealand Bankin Junior Subordinated Perpet. Aviva PLC Junior Subordinated Perpet.,aviva;plc,1.0000,0.4000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0121,5832,319.7,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"16,072",30,1,part1,5818,CFAASBACP-0207,,Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0122,5832,319.7,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"16,072",30,2,part1,5818,CFAASBACP-0208,,Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0123,5832,319.7,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"16,072",30,3,part2,5827,CFAASBACP2-0074,,Banco de Sabadell SA Junior Subordinated Perpet. Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0124,5832,319.7,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"16,072",30,4,part2,5827,CFAASBACP2-0073,,AXA SA AXA SA Perpet. Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0125,5832,319.7,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"16,072",30,5,part2,5827,CFAASBACP2-0075,06368L-8V-1,Banco de Sabadell SA Junior Subordinated Perpet. Bank of Montreal Junior Subordinated,banco;sabadell,1.0000,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0126,5832,333.4,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"53,979",31,1,part1,5818,CFAASBACP-0207,,Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0127,5832,333.4,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"53,979",31,2,part1,5818,CFAASBACP-0208,,Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0128,5832,333.4,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"53,979",31,3,part2,5827,CFAASBACP2-0074,,Banco de Sabadell SA Junior Subordinated Perpet. Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0129,5832,333.4,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"53,979",31,4,part2,5827,CFAASBACP2-0073,,AXA SA AXA SA Perpet. Banco de Sabadell SA Junior Subordinated Perpet.,banco;sabadell,1.0000,0.6667,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0130,5832,333.4,Banco de Sabadell SA Junior Subordinated .........ESP........ Perpet.,"53,979",31,5,part2,5827,CFAASBACP2-0075,06368L-8V-1,Banco de Sabadell SA Junior Subordinated Perpet. Bank of Montreal Junior Subordinated,banco;sabadell,1.0000,0.5000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0131,5832,533.3,CNP Assurances SA Jr Subordinated .........FRA........ Perpet.,"2,343,250",34,1,part1,5819,CFAASBACP-0218,BO8410-65-2,CNP Assurances SA Jr Subordinated Perpet.,assurances;cnp,1.0000,1.0000,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0132,5832,533.3,CNP Assurances SA Jr Subordinated .........FRA........ Perpet.,"2,343,250",34,2,part2,5827,CFAASBACP2-0091,,CaixaBank SA Junior Subordinated Perpet. CNP Assurances SA Jr Subordinated Perpet.,assurances;cnp,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0133,5832,533.3,CNP Assurances SA Jr Subordinated .........FRA........ Perpet.,"2,343,250",34,3,part2,5827,CFAASBACP2-0092,,CNP Assurances SA Jr Subordinated Perpet. Commerzbank AG Junior Subordinated Perpet.,assurances;cnp,1.0000,0.6667,unique-high-coverage-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0134,5833,173.8,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"16,305,538",35,1,part1,5819,CFAASBACP-0220,N22616-HJ-3,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0135,5833,173.8,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"16,305,538",35,2,part1,5819,CFAASBACP-0221,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0136,5833,173.8,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"16,305,538",35,3,part1,5819,CFAASBACP-0222,,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0137,5833,173.8,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"16,305,538",35,4,part2,5827,CFAASBACP2-0094,,Cooperatieve Rabobank UA Junior Subordinated Perpet. Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0138,5833,173.8,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"16,305,538",35,5,part2,5827,CFAASBACP2-0095,,Cooperatieve Rabobank UA Junior Subordinated Perpet. Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
CFAASBANC-0139,5833,187.5,Cooperatieve Rabobank UA Junior Subordinated .........NLD........ Perpet.,"1,272",36,1,part1,5819,CFAASBACP-0220,N22616-HJ-3,Cooperatieve Rabobank UA Junior Subordinated Perpet.,cooperatieve;rabobank,1.0000,1.0000,ambiguous-or-partial-name-candidate,Candidate-only fuzzy name bridge; requires page/row inspection and lot/transaction evidence before continuity promotion.
