claim_id,company,manager,vehicle,period,evidence_type,lane,metric_name,metric_value,units,source_file,source_basis,claim_effect,confidence,status,next_test
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Technology Hardware and Equipment,industry subtotal fair value in ARCC schedule of investments,142.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Technology Hardware and Equipment at 142.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Transportation,industry subtotal fair value in ARCC schedule of investments,141.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Transportation at 141.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Gas Utilities,industry subtotal fair value in ARCC schedule of investments,91.6,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Gas Utilities at 91.6 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Telecommunication Services,industry subtotal fair value in ARCC schedule of investments,63.5,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Telecommunication Services at 63.5 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,official industry subtotal,Real Estate Management and Development,industry subtotal fair value in ARCC schedule of investments,2.4,USD millions,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,Official industry subtotal row in ARCC Q2 2026 10-Q schedule of investments; subtotal rows reconcile to total investments fair value.,quantifies ARCC exposure to Real Estate Management and Development at 2.4 USD millions; industry subtotals reconcile to total investment fair value,high,official-subtotal-reconciles-to-total-fair-value,"Map largest borrowers inside this industry to sponsor, loan purpose, prior financing source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Internet software and services,industry fair value,1732.587,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Healthcare providers and services,industry fair value,1273.764,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Asset based lending and fund finance,industry fair value,1110.913,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Insurance,industry fair value,910.697,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Healthcare technology,industry fair value,871.964,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Food and beverage,industry fair value,783.061,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Healthcare equipment and services,industry fair value,720.244,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Buildings and real estate,industry fair value,663.237,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Manufacturing,industry fair value,565.078,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Financial services,industry fair value,559.962,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Chemicals,industry fair value,522.105,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Infrastructure and environmental services,industry fair value,451.644,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Containers and packaging,industry fair value,447.776,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Business services,industry fair value,427.615,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Advertising and media,industry fair value,391.809,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Joint ventures,industry fair value,390.68,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Consumer products,industry fair value,373.784,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Professional services,industry fair value,365.612,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Specialty retail,industry fair value,340.592,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Leisure and entertainment,industry fair value,338.977,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Automotive services,industry fair value,315.205,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Pharmaceuticals,industry fair value,289.885,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Household products,industry fair value,271.506,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Human resource support services,industry fair value,243.754,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Aerospace and defense,industry fair value,227.245,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Distribution,industry fair value,198.642,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Energy equipment and services,industry fair value,74.054,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Transportation,industry fair value,66.53,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Education,industry fair value,24.734,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
"CF-004, CF-005",Blue Owl Capital Corporation,Blue Owl,OBDC,Q2 2026 / June 30 2026,official industry fair-value summary,Telecommunications,industry fair value,10.137,USD millions,raw/primary-sources/capital-flow/blue-owl-capital-corporation/q2-2026/obdc-2026-q2-10q.html,OBDC Q2 2026 10-Q official schedule industry subtotals aggregated across investment sections; subtotal plus misc commitment adjustments reconcile to total investment fair value.,supports exact Blue Owl BDC lane-dollar evidence for where private credit is funding operating-company categories,high,official-industry-summary-reconciles-to-source-subtotals,"Match named OBDC borrowers in this lane to sponsor, use of proceeds, prior debt source, and bank facility role."
