parser_row_id,schedule,population,page,cusip_or_identifier,name_and_raw_terms,naic_designation_detected,asset_type_guess,first_numeric_values,current_status,proof_use,boundary
CFAASBAFR-00072,Schedule BA Part 1,year-end-owned-assets,5821,225401-BJ-6,"UBS Group AG Junior Subordinated 7.125% Perpet. ................................................ .......... ...................................... .........CHE......... UBS ............................................. ....... 2.C ........ ....02/05/2025 ... ....... ....... ......17,437,000 ...... 17,925,403 ......17,437,000 ................... ................. ................. ................. ................. .....1,065,258 ................. ......0.000 ................ UBS Group AG Junior Subordinated 7.750% Perpet. ................................................ .......... ...................................... .........CHE......... Barclays ....................................... ....... 2.C ........ ....04/04/2025 ... ....... ....... ........7,721,250 ........8,092,348 ........7,699,051 ................... ........(22,199)................. ................. ................. ........426,381 ................. ......0.000",2.C,other-invested-asset,"17,437,000; 17,925,403; 17,437,000; 1,065,258; 7,721,250; 8,092,348; 7,699,051; (22,199); 426,381",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00073,Schedule BA Part 1,year-end-owned-assets,5821,902613-BK-3,"UBS Group AG Junior Subordinated 7.750% Perpet. ................................................ .......... ...................................... .........CHE......... Barclays ....................................... ....... 2.C ........ ....01/01/2025 ... ....... ....... ...... 33,993,200 ...... 36,685,310 ...... 33,993,200 ................... ................. ................. ................. ................. ........805,631 ................. ......0.000",2.C,other-invested-asset,"33,993,200; 36,685,310; 33,993,200; 805,631",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00074,Schedule BA Part 1,year-end-owned-assets,5821,902613-BF-4,"UBS Group AG Junior Subordinated 9.250% Perpet. ................................................ .......... ...................................... .........CHE......... Goldman Sachs ................................ ....... 2.C ........ ....04/29/2025 ... ....... ....... ...... 13,578,125 ...... 13,735,898 ...... 13,392,296 ................... ........(61,314)................. ................. ................. ........255,395 ................. ......0.000",2.C,other-invested-asset,"13,578,125; 13,735,898; 13,392,296; (61,314); 255,395",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00075,Schedule BA Part 1,year-end-owned-assets,5821,ZH2256-56-3,"Vontobel Holding AG Subordinated 9.480% Perpet. ................................................ .......... ...................................... .........CHE......... ................................................. ....... 2.C ........ ....01/01/2025 ... ....... ....... ...... 35,970,183 ...... 35,445,300 ...... 35,620,919 ................... .......(394,823)................. ................. ................. ..... 1,549,053 ................. ......0.000 ................ Vontobel Holding AG Subordinated 9.680% Perpet. ................................................ .......... ...................................... .........CHE......... ................................................. ....... 2.C ........ ....01/01/2025 ... ....... ....... ...... 36,560,958 ...... 35,864,400 ......36,266,710 ................... ...... (350,461)................. ................. ................. ..... 1,584,345 ................. ......0.000",2.C,other-invested-asset,"35,970,183; 35,445,300; 35,620,919; (394,823); 1,549,053; 36,560,958; 35,864,400; 36,266,710; (350,461); 1,584,345",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00076,Schedule BA Part 1,year-end-owned-assets,5821,03841S-AF-2,"Aqua AssetCo Alt Trust II R 0.000% 11/12/55 .......................................................... .......... Wausau ............................... ......... WI......... Tax Free Exchange ........................... ......... .......... ....10/29/2025 ... ....... ....... ...... 31,783,310 ...... 39,438,496 ...... 31,783,310 ................... ................. ................. ................. ................. ................. ................. ......0.000",,structured-credit-or-real-estate,"31,783,310; 39,438,496; 31,783,310",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00077,Schedule BA Part 1,year-end-owned-assets,5821,03844A-AF-8,"Aqua Borrower Trust L R 0.000% 01/12/56 ... .......... Wausau ............................... ......... WI......... Tax Free Exchange ........................... ......... .......... ....06/05/2025 ... ....... ....... ...... 50,974,714 ...... 62,425,426 ...... 50,974,714 ................... ................. ................. ................. ................. ................. ................. ......0.000 00076M-AF-7 . BHG 2025 Forward Flow BHG 2025 Forward Flow Class R 0.000% 04/29/36 ........................ .......... Fort Lauderdale ................... ......... FL......... Direct ......................................... ......... .......... ....10/17/2025 ... ....... ....... ...... 55,355,485 .......59,454,332 ...... 55,355,485 ................... ................. ................. ................. ................. ................. ................. ......0.000",,structured-credit-or-real-estate,"50,974,714; 62,425,426; 50,974,714; 55,355,485; 59,454,332; 55,355,485",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00078,Schedule BA Part 1,year-end-owned-assets,5821,Q0286*-AH-0,"Turbin Finance Trust 2025-1 Turbin Finance Trust 2025-1 G1 0.000% 02/12/67 .............. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... ........6,046,624 ....... 6,101,437 ........6,212,353 ................... ................. ................. ................. ........165,729 ................. ................. ......0.000 ................ Turbin Finance Trust 2025-1 Turbin Finance Trust 2025-1 X- 2.500% 02/12/67 .............. .......... ...................................... .........AUS......... Over the Counter ............................. ......... .......... ....06/02/2025 ... ....... ....... ................... .............2,082 ................... ................... ................. ................. ................. ................. ................. ................. ......0.000",,structured-credit-or-real-estate,"6,046,624; 6,101,437; 6,212,353; 165,729; 2,082",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00079,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AH-4,Turbin Finance Trust 2024-1 A1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... ................... .................13 ................... ................... ................. ................. ................. ................. ................. ................. ......0.000,,structured-credit-or-real-estate,,full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00080,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AJ-0,"Turbin Finance Trust 2024-1 B1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... ............29,526 ........... 32,200 ............30,994 ................... ................. ................. ................. ..........1,468 ................. ................. ......0.000",,structured-credit-or-real-estate,"29,526; 32,200; 30,994; 1,468",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00081,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AK-7,"Turbin Finance Trust 2024-1 C1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... ........... 13,026 ........... 15,000 ........... 13,674 ................... ................. ................. ................. .............648 ................. ................. ......0.000",,structured-credit-or-real-estate,"13,026; 15,000; 13,674",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00082,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AL-5,"Turbin Finance Trust 2024-1 D1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... .............9,553 ........... 11,000 ........... 10,028 ................... ................. ................. ................. .............475 ................. ................. ......0.000",,structured-credit-or-real-estate,"9,553; 11,000; 10,028",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00083,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AM-3,"Turbin Finance Trust 2024-1 E1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... .............8,684 .............9,100 .............9,116 ................... ................. ................. ................. .............432 ................. ................. ......0.000",,structured-credit-or-real-estate,"8,684; 9,100; 9,116",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00084,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AN-1,"Turbin Finance Trust 2024-1 F1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... .............4,342 .............4,700 .............4,558 ................... ................. ................. ................. .............216 ................. ................. ......0.000",,structured-credit-or-real-estate,"4,342; 4,700; 4,558",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00085,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AG-6,"Turbin Finance Trust 2024-1 G1 11.544% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... ........1,448,825 ........7,423,198 ....... 1,520,860 ................... ................. ................. ................. .........72,035 ................. ................. ......0.000",,structured-credit-or-real-estate,"1,448,825; 7,423,198; 1,520,860; 72,035",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00086,Schedule BA Part 1,year-end-owned-assets,5822,Q7457#-AP-6,"Turbin Finance Trust 2024-1 G1-X 3.000% 10/23/66 .............................................. .......... ...................................... .........AUS......... Tax Free Exchange ........................... ......... .......... ....07/31/2025 ... ....... ....... .............4,343 .............4,700 .............4,559 ................... ................. ................. ................. .............216 ................. ................. ......0.000",,structured-credit-or-real-estate,"4,343; 4,700; 4,559",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00087,Schedule BA Part 1,year-end-owned-assets,5822,00774M-BG-9,"AER 6.45 04/15/27 ................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,450,159 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"2,450,159",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00088,Schedule BA Part 1,year-end-owned-assets,5822,001200-AJ-3,"AGL 2019-2A A1R ..................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........1,353,087 ................... ................. ................. ................. ................. ................. ................. ......0.000 00851K-AK-1 . AGL 2020-8A A1R2 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,625,179 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,353,087; 2,625,179",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00089,Schedule BA Part 1,year-end-owned-assets,5822,00120V-AA-4,"AGL 2024-30RA A1 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........5,748,692 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"5,748,692",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00090,Schedule BA Part 1,year-end-owned-assets,5822,00852M-AA-8,"AGL 2024-31A A ...................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,244,587 ................... ................. ................. ................. ................. ................. ................. ......0.000 ................ AMAPS C FLT 7/75 144A ............................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ...... 40,626,246 ................... ................. ................. ................. ................. ................. ................. ......0.000 ................ AMAPS2 C FLT 10/75 144A ........................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ...... 40,626,246 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,244,587; 40,626,246; 40,626,246",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00091,Schedule BA Part 1,year-end-owned-assets,5822,031162-DB-3,"AMGN 1.65 08/15/28 ................................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........1,551,891 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,551,891",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00092,Schedule BA Part 1,year-end-owned-assets,5822,03665L-AL-7,"ANTR 2018-3A A1R .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ......16,778,913 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"16,778,913",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00093,Schedule BA Part 1,year-end-owned-assets,5822,03665Y-AN-5,"ANTR 2019-2A A1R .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........5,158,581 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"5,158,581",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00094,Schedule BA Part 1,year-end-owned-assets,5822,03666B-AW-4,"ANTR 2021-1A A1R .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,371,854 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,371,854",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00095,Schedule BA Part 1,year-end-owned-assets,5822,03663Y-AA-5,"ANTR 2024-5A A ....................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........4,365,818 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"4,365,818",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00096,Schedule BA Part 1,year-end-owned-assets,5822,03771R-AA-9,"APID 2025-54A A1 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,653,704 ................... ................. ................. ................. ................. ................. ................. ......0.000 05071L-AL-0 . AUDAX 2021-6A AR .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ....... 3,371,877 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,653,704; 3,371,877",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00097,Schedule BA Part 1,year-end-owned-assets,5822,05072N-AA-9,"AUDAX 2024-10A A .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........4,040,859 ................... ................. ................. ................. ................. ................. ................. ......0.000 E07.9",,other-invested-asset,"4,040,859",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00098,Schedule BA Part 1,year-end-owned-assets,5823,050931-AA-2,"AUDAX 2024-9A A1 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,847,165 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"2,847,165",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00099,Schedule BA Part 1,year-end-owned-assets,5823,1BA08A-CQ-1,"Aven Gas & Oil, Inc. Royalties .................. .......... Hemphill ............................ ......... TX......... Aven Gas & Oil, Inc ........................ ......... .......... ....05/01/2015 ... ....... ....... ........1,546,895 ....... 1,560,606 ....... 1,560,606 .............5,814 ................. ................. ................. ................. .........50,002 ................. ...100.000 06051G-GF-0 . BAC 3.824 01/20/28 MTN ............................ .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ..........969,274 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,546,895; 1,560,606; 1,560,606; 5,814; 50,002; 969,274",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00100,Schedule BA Part 1,year-end-owned-assets,5823,06738E-CJ-2,"BACR V6.496 09/13/27 ............................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ....... 1,689,086 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,689,086",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00101,Schedule BA Part 1,year-end-owned-assets,5823,05876N-AA-7,"BALLY 2024-26A A1A ................................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,647,286 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,647,286",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00102,Schedule BA Part 1,year-end-owned-assets,5823,05526D-BB-0,"BATSLN 3.557 08/15/27 ............................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ......11,485,706 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"11,485,706",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00103,Schedule BA Part 1,year-end-owned-assets,5823,05555Y-AA-1,"BCMM 2025-1A A1 ..................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ...... 11,942,620 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"11,942,620",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00104,Schedule BA Part 1,year-end-owned-assets,5823,09261H-AD-9,"BCRED 2.625 12/15/26 ............................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,313,391 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,313,391",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00105,Schedule BA Part 1,year-end-owned-assets,5823,05555W-AA-5,"BCRED 2024-2A A ..................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........4,722,469 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"4,722,469",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00106,Schedule BA Part 1,year-end-owned-assets,5823,06279J-AB-5,"BKIR V2.029 09/30/27 144A ........................ .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ....... 1,174,702 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,174,702",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00107,Schedule BA Part 1,year-end-owned-assets,5823,09659W-2N-3,"BNP V1.323 01/13/27 144A .......................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........4,461,936 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"4,461,936",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00108,Schedule BA Part 1,year-end-owned-assets,5823,172967-LD-1,"C 3.887 01/10/28 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........7,266,933 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"7,266,933",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00109,Schedule BA Part 1,year-end-owned-assets,5823,12803R-AK-0,"CABKSM V4.634 7/3/29 144A ........................ .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,737,948 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"2,737,948",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00110,Schedule BA Part 1,year-end-owned-assets,5823,314382-AA-0,"CEG 3.046 01/31/27 ................................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........4,998,085 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"4,998,085",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00111,Schedule BA Part 1,year-end-owned-assets,5823,156940-AA-6,"CERB 2023-4A A ....................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........8,535,400 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"8,535,400",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00112,Schedule BA Part 1,year-end-owned-assets,5823,15674D-AA-2,"CERB 2023-5A A ....................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ....... 4,386,167 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"4,386,167",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00113,Schedule BA Part 1,year-end-owned-assets,5823,15675B-AA-5,"CERB 2024-2A A ....................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........1,350,496 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"1,350,496",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00114,Schedule BA Part 1,year-end-owned-assets,5823,143111-AL-6,"CGMS 2022-3A AR ..................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,872,390 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"2,872,390",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00115,Schedule BA Part 1,year-end-owned-assets,5823,171512-AQ-9,"CHMML 2019-1A AR .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........2,288,291 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"2,288,291",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00116,Schedule BA Part 1,year-end-owned-assets,5823,17151L-AC-8,"CHMML 2023-2A A1 .................................... .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........5,916,179 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"5,916,179",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
CFAASBAFR-00117,Schedule BA Part 1,year-end-owned-assets,5823,161175-BJ-2,"CHTR 3.75 02/15/28 ................................. .......... ...................................... ..................... AltsCo LT Addition .......................... ......... .......... .......... ......... ....... ....... ................... ................... ........3,906,398 ................... ................. ................. ................. ................. ................. ................. ......0.000",,other-invested-asset,"3,906,398",full-range-schedule-ba-parser-row-visible,repeatable named Schedule BA detail row,"raw row population; Part 1/2/3 layouts differ, blanks are preserved, and row-level numeric columns are not promoted to cash or return proof"
