claim_id,claim_text,company,cluster,capital_source,routing_platform,funding_instrument,real_economy_destination,operating_beneficiary,bottleneck,proof_metric_needed,disproof_metric_needed,source_target,source_file,period,metric_name,metric_value,units,interpretation,confidence,status
CF-009,"NextEra is a capital-deployment platform for electricity growth.",NextEra,power and grid,"public investors; debt markets; infrastructure capital; utility customers",NextEra,"regulated utility capital","FPL rate base; grid investment","Florida utility customers; large-load customers","regulatory outcomes; affordability; capital cost","regulatory capital employed","rate-base growth slows; disallowance","NextEra Q2 2026 supplement; 10-Q","analysis/company-first-principles/utilities/electric-utilities/nextera-energy-inc/company-analysis.md",Q2 2026,FPL regulatory capital employed start,72.9,B USD,"Starting capital-employed value gives base for rate-base-style growth calculation.",medium,analysis-derived-needs-primary-source
CF-009,"NextEra is a capital-deployment platform for electricity growth.",NextEra,power and grid,"public investors; debt markets; infrastructure capital; utility customers",NextEra,"regulated utility capital","FPL rate base; grid investment","Florida utility customers; large-load customers","regulatory outcomes; affordability; capital cost","regulatory capital employed","rate-base growth slows; disallowance","NextEra Q2 2026 supplement; 10-Q","analysis/company-first-principles/utilities/electric-utilities/nextera-energy-inc/company-analysis.md",Q2 2026,FPL regulatory capital employed end,79.7,B USD,"Higher capital employed supports regulated compounding.",medium,analysis-derived-needs-primary-source
CF-009,"NextEra is a capital-deployment platform for electricity growth.",NextEra,power and grid,"public investors; debt markets; infrastructure capital; utility customers",NextEra,"renewables; storage; generation development","renewables and storage backlog","large-load customers; clean-power buyers","interconnection; project execution; storage economics","origination GW; backlog GW","backlog conversion slows; project delays","NextEra Q2 2026 supplement; investor deck","analysis/company-first-principles/utilities/electric-utilities/nextera-energy-inc/company-analysis.md",Q2 2026,renewables and storage origination,3.6,GW,"Q2 origination supports electricity-growth development platform claim.",medium,analysis-derived-needs-primary-source
CF-009,"NextEra is a capital-deployment platform for electricity growth.",NextEra,power and grid,"public investors; debt markets; infrastructure capital; utility customers",NextEra,"renewables; storage; generation development","renewables and storage backlog","large-load customers; clean-power buyers","interconnection; project execution; storage economics","backlog GW","backlog conversion slows; project delays","NextEra 2025 annual report; Q2 2026 supplement","analysis/company-first-principles/utilities/electric-utilities/nextera-energy-inc/company-analysis.md",FY2025,renewables and storage backlog,29.8,GW,"Backlog scale supports future project-development economics.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",Vistra,power and grid,"public markets; debt markets; power customers; data-center/corporate demand indirectly",Vistra,"merchant power; hedges; PPAs; acquisitions","dispatchable power; retail power; nuclear/gas/renewable portfolio","retail customers; data centers; corporate buyers; grid operators","commodity volatility; hedge complexity; fleet availability; market rules","adjusted EBITDA; availability; MW acquired; hedged generation","availability decline; power prices normalize; hedge losses","Vistra 10-K; 10-Q; earnings deck; transcript; ISO market data","analysis/company-first-principles/utilities/other-utilities/vistra-energy-corp/company-analysis.md",Q2 2026,Ongoing Operations Adjusted EBITDA,1.767,B USD,"Large adjusted EBITDA supports monetization of scarce dispatchable power.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",Vistra,power and grid,"public markets; debt markets; power customers; data-center/corporate demand indirectly",Vistra,"merchant power; hedges; PPAs; acquisitions","dispatchable power; retail power; nuclear/gas/renewable portfolio","retail customers; data centers; corporate buyers; grid operators","commodity volatility; hedge complexity; fleet availability; market rules","commercial availability","availability decline","Vistra Q2 2026 earnings deck; transcript","analysis/company-first-principles/utilities/other-utilities/vistra-energy-corp/company-analysis.md",Q2 2026,fleet commercial availability,97,percent,"Availability supports the claim that dispatchable power availability is the product.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",Vistra,power and grid,"public markets; debt markets; power customers; data-center/corporate demand indirectly",Vistra,"acquisition; merchant generation; PPAs","dispatchable generation; PJM nuclear sites","data centers; Meta; grid operators","acquisition execution; regulatory market rules","MW acquired; long-term PPAs","acquisition fails; PPAs fail to monetize","Vistra Q1 2026 earnings deck; transaction materials; transcript","analysis/company-first-principles/utilities/other-utilities/vistra-energy-corp/company-analysis.md",Q1 2026,pending Cogentrix acquisition,5500,MW,"The pending acquisition supports expansion of scarce generation capacity.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",Vistra,power and grid,"public markets; debt markets; power customers; data-center/corporate demand indirectly",Vistra,"hedges; merchant power; PPAs","dispatchable generation; retail integration","retail customers; corporate buyers","commodity volatility; hedge complexity","expected generation hedged 2026","hedge losses; coverage declines","Vistra 2025 annual report; earnings deck","analysis/company-first-principles/utilities/other-utilities/vistra-energy-corp/company-analysis.md",FY2025,expected generation hedged 2026,100,percent,"Full hedge coverage supports the claim that merchant power is active risk conversion rather than pure spot exposure.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",NRG,power and grid,"customers; debt markets; equity markets; hyperscaler demand indirectly",NRG,"customer-backed power contracts; retail power; generation; demand response","retail electricity; customer-backed generation; demand response","retail customers; hyperscalers; grid operators","retail churn; affordability; acquisition integration; project execution","customer count; GW generation; EBITDA; FCF; customer-backed GW","BYOP fails to scale; churn rises; project stalls","NRG 10-K; 10-Q; earnings deck; transcript; project announcements","analysis/company-first-principles/utilities/other-utilities/nrg-energy-inc/company-analysis.md",Q2 2026,customers served,8,M customers,"Customer scale supports NRG's customer-backed power commercialization platform role.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",NRG,power and grid,"customers; debt markets; equity markets; hyperscaler demand indirectly",NRG,"customer-backed power contracts; retail power; generation; demand response","retail electricity; customer-backed generation; demand response","retail customers; hyperscalers; grid operators","retail churn; affordability; acquisition integration; project execution","generation capacity","generation additions face regulatory or cost problems","NRG 10-K; 10-Q; earnings deck","analysis/company-first-principles/utilities/other-utilities/nrg-energy-inc/company-analysis.md",Q2 2026,generation capacity,25,GW,"Generation scale supports NRG's ability to pair customer demand with supply assets.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",NRG,power and grid,"customers; debt markets; equity markets; hyperscaler demand indirectly",NRG,"customer-backed power contracts; retail power; generation; demand response","retail electricity; customer-backed generation; demand response","retail customers; hyperscalers; grid operators","retail churn; affordability; acquisition integration; project execution","adjusted EBITDA; FCFbG","cash flow weakens; integration disappoints","NRG Q2 2026 earnings release; 10-Q","analysis/company-first-principles/utilities/other-utilities/nrg-energy-inc/company-analysis.md",Q2 2026,adjusted EBITDA,1.217,B USD,"Adjusted EBITDA shows material cash generation from the enlarged platform.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",NRG,power and grid,"customers; debt markets; equity markets; hyperscaler demand indirectly",NRG,"customer-backed power contracts; retail power; generation; demand response","retail electricity; customer-backed generation; demand response","retail customers; hyperscalers; grid operators","retail churn; affordability; acquisition integration; project execution","FCFbG","cash flow weakens; integration disappoints","NRG Q2 2026 earnings release; 10-Q","analysis/company-first-principles/utilities/other-utilities/nrg-energy-inc/company-analysis.md",Q2 2026,FCFbG,1.025,B USD,"FCFbG supports ability to fund growth when execution is strong.",medium,analysis-derived-needs-primary-source
CF-007,"Power is the cleanest test case because the capital-flow story links directly to a physical bottleneck.",NRG,power and grid,"customers; debt markets; equity markets; hyperscaler demand indirectly",NRG,"customer-backed power contract; gas generation","Texas combined-cycle gas project","global cloud and AI hyperscaler","project fails to close; regulatory or cost problems","customer-backed project GW","hyperscaler project stalls","NRG Q2 2026 earnings deck; project announcement; transcript","analysis/company-first-principles/utilities/other-utilities/nrg-energy-inc/company-analysis.md",Q2 2026,Texas combined-cycle gas project,1.2,GW,"Customer-backed gas project supports the claim that hyperscaler growth is forcing new power-contract templates.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",AEP,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",AEP,"regulated utility capex; transmission; distribution; generation","transmission; distribution; generation; load interconnection","hyperscalers; manufacturers; industrial customers; residential customers","regulatory approval; generation adequacy; transmission constraints; affordability","customers; states; line miles; load additions; capital plan","signed load fails; regulators reject recovery","AEP 10-K; 10-Q; investor deck; rate-case filings; FERC/EIA","analysis/company-first-principles/utilities/electric-utilities/american-electric-power-company-inc/company-analysis.md",FY2025,customers served,5.6,M customers,"Customer scale supports AEP's regulated grid-and-load gateway role.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",AEP,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",AEP,"regulated utility capex; transmission; distribution; generation","transmission; distribution; generation; load interconnection","hyperscalers; manufacturers; industrial customers; residential customers","regulatory approval; generation adequacy; transmission constraints; affordability","transmission line miles","transmission constraints worsen","AEP 10-K; investor deck","analysis/company-first-principles/utilities/electric-utilities/american-electric-power-company-inc/company-analysis.md",FY2025,transmission line miles,40000,miles,"Transmission reach supports AEP's gateway role for industrial and data-center growth.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",AEP,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",AEP,"regulated utility capex; transmission; distribution; generation","transmission; distribution; generation; load interconnection","hyperscalers; manufacturers; industrial customers; residential customers","regulatory approval; generation adequacy; transmission constraints; affordability","new load additions by 2030","load expectations fail to materialize","AEP Q2 2026 investor deck; transcript","analysis/company-first-principles/utilities/electric-utilities/american-electric-power-company-inc/company-analysis.md",Q2 2026,expected new load additions by 2030,69,GW,"Expected load additions make the power bottleneck measurable in AEP's footprint.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",AEP,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",AEP,"regulated utility capex; transmission; distribution; generation","transmission; distribution; generation; load interconnection","hyperscalers; manufacturers; industrial customers; residential customers","regulatory approval; generation adequacy; transmission constraints; affordability","capital plan","regulators reject recovery; capex delayed","AEP investor deck; 10-Q; rate-case filings","analysis/company-first-principles/utilities/electric-utilities/american-electric-power-company-inc/company-analysis.md",Q2 2026,five-year capital plan,78,B USD,"Capital plan shows AEP converting demand expectations into regulated investment plans.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Duke,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Duke,"regulated utility capex; generation; transmission; distribution","data-center service; generation; grid modernization","data centers; industrial customers; residential customers","rate cases; turbine supply; project delays; affordability","customers; capacity; data-center ESAs; capital plan","large-load customers cancel; regulators limit recovery","Duke 10-K; 10-Q; investor deck; rate-case filings","analysis/company-first-principles/utilities/electric-utilities/duke-energy-corporation/company-analysis.md",FY2025,electric customers served,8.7,M customers,"Customer scale supports Duke's regulated electricity-buildout platform role.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Duke,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Duke,"regulated utility capex; generation; transmission; distribution","data-center service; generation; grid modernization","data centers; industrial customers; residential customers","rate cases; turbine supply; project delays; affordability","energy capacity","capacity additions delayed","Duke 10-K; investor deck","analysis/company-first-principles/utilities/electric-utilities/duke-energy-corporation/company-analysis.md",FY2025,energy capacity,55700,MW,"Capacity scale supports Duke's role in regional electricity growth.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Duke,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Duke,"large-load agreements; regulated capex","data-center service; generation; grid modernization","data centers; industrial customers; residential customers","rate cases; turbine supply; project delays; affordability","data-center ESAs; GW under construction; pipeline GW","large-load customers cancel; pipeline slips","Duke Q1 2026 earnings deck; transcript","analysis/company-first-principles/utilities/electric-utilities/duke-energy-corporation/company-analysis.md",Q1 2026,secured data-center ESAs,7.6,GW,"Secured ESAs show AI/data-center demand becoming concrete utility commitments.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Duke,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Duke,"large-load agreements; regulated capex","data-center service; generation; grid modernization","data centers; industrial customers; residential customers","rate cases; turbine supply; project delays; affordability","GW under construction","construction delays; cancellations","Duke Q1 2026 earnings deck; transcript","analysis/company-first-principles/utilities/electric-utilities/duke-energy-corporation/company-analysis.md",Q1 2026,data-center load under construction,5,GW,"Under-construction data-center load supports near-term physical conversion.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Duke,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Duke,"regulated utility capex; generation; transmission; distribution","data-center service; generation; grid modernization","data centers; industrial customers; residential customers","rate cases; turbine supply; project delays; affordability","capital plan; targeted capacity","regulators limit recovery; costs inflate","Duke investor deck; 10-Q; rate-case filings","analysis/company-first-principles/utilities/electric-utilities/duke-energy-corporation/company-analysis.md",2026-2030,capital plan,103,B USD,"Capital plan shows Duke converting load growth into regulated investment.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"regulated transmission and distribution capex","grid reliability; distribution; transmission; urban load support","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","customer count; capital plan; rate-base growth; transmission opportunity","disallowed recovery; reliability deterioration","Exelon 10-K; 10-Q; investor deck; rate-case filings","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",FY2025,customers served,11,M customers,"Customer scale supports Exelon's regulated wires platform role.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"regulated transmission and distribution capex","grid reliability; distribution; transmission; urban load support","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","capital plan; rate-base growth","regulatory disallowance; capital plan cut","Exelon Q1 2026 earnings deck; 10-Q","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",Q1 2026,four-year capital plan,41.7,B USD,"Capital plan supports regulated capital deployment into grid reliability.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"regulated transmission and distribution capex","grid reliability; distribution; transmission; urban load support","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","rate-base growth","rate-base growth slows; disallowance","Exelon Q1 2026 earnings deck; 10-Q","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",Q1 2026,expected rate-base growth,7.9,percent,"Expected rate-base growth supports regulated recovery for grid modernization.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"transmission capex","transmission opportunity; grid modernization","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","transmission opportunity","transmission opportunity fails to convert","Exelon Q1 2026 earnings deck; investor deck","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",Q1 2026,additional transmission opportunity low,12,B USD,"Transmission opportunity supports wires-path upside from load growth and modernization.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"transmission capex","transmission opportunity; grid modernization","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","transmission opportunity","transmission opportunity fails to convert","Exelon Q1 2026 earnings deck; investor deck","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",Q1 2026,additional transmission opportunity high,17,B USD,"Upper range of transmission opportunity supports potential grid investment upside.",medium,analysis-derived-needs-primary-source
CF-010,"Regulated utilities convert capital demand into rate base when load growth and regulatory recovery hold.",Exelon,power and grid,"utility customers; debt markets; equity markets; infrastructure-style investors",Exelon,"regulated recovery mechanisms","grid reliability; distribution; transmission","dense metro customers; businesses; civic infrastructure","regulatory recovery; affordability; reliability performance","rate base covered by established recovery mechanisms","recovery mechanisms weaken","Exelon 2025 annual report; investor materials","analysis/company-first-principles/utilities/electric-utilities/exelon-corporation/company-analysis.md",YE2025,rate base covered by established recovery mechanisms,90,percent,"Recovery visibility supports the claim that regulation is earnings architecture for wires utilities.",medium,analysis-derived-needs-primary-source
CF-011,"Data-center and infrastructure capital indirectly benefits industrial distribution and built-environment suppliers.",WESCO,industrial distribution and built environment,"institutions; infrastructure capital; utility capex; hyperscaler capex; corporate buyers",WESCO,"project-channel distribution; working capital; supplier coordination","data centers; utilities; broadband; security; electrification","data-center builders; utilities; electrical and communications contractors","supplier bottlenecks; project timing; working capital intensity; margin execution","sales; data-center sales; backlog; EPS","backlog converts poorly; data-center demand slows; margin pressure","WESCO 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/industrial-equipment-components/wesco-international-inc/company-analysis.md",FY2025,sales,23.5,B USD,"Record sales support WESCO as a scaled channel for infrastructure demand.",medium,analysis-derived-needs-primary-source
CF-012,"WESCO is a project-channel orchestrator for electrical, communications, utility, security, and data-center supply chains.",WESCO,industrial distribution and built environment,"institutions; infrastructure capital; utility capex; hyperscaler capex; corporate buyers",WESCO,"project-channel distribution; working capital; supplier coordination","data centers; utilities; broadband; security; electrification","data-center builders; utilities; electrical and communications contractors","supplier bottlenecks; project timing; working capital intensity; margin execution","data-center sales; backlog","data-center sales slowdown; backlog decline","WESCO 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/industrial-equipment-components/wesco-international-inc/company-analysis.md",FY2025,data-center sales,4.3,B USD,"Data-center sales directly connect AI/cloud buildout to electrical and communications distribution.",medium,analysis-derived-needs-primary-source
CF-012,"WESCO is a project-channel orchestrator for electrical, communications, utility, security, and data-center supply chains.",WESCO,industrial distribution and built environment,"institutions; infrastructure capital; utility capex; hyperscaler capex; corporate buyers",WESCO,"project-channel distribution; working capital; supplier coordination","data centers; utilities; broadband; security; electrification","data-center builders; utilities; electrical and communications contractors","supplier bottlenecks; project timing; working capital intensity; margin execution","data-center sales growth","data-center sales slowdown","WESCO 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/industrial-equipment-components/wesco-international-inc/company-analysis.md",FY2025,data-center sales growth,50,percent,"Rapid data-center growth supports the indirect-beneficiary thesis.",medium,analysis-derived-needs-primary-source
CF-012,"WESCO is a project-channel orchestrator for electrical, communications, utility, security, and data-center supply chains.",WESCO,industrial distribution and built environment,"institutions; infrastructure capital; utility capex; hyperscaler capex; corporate buyers",WESCO,"project-channel distribution; working capital; supplier coordination","data centers; utilities; broadband; security; electrification","data-center builders; utilities; electrical and communications contractors","supplier bottlenecks; project timing; working capital intensity; margin execution","backlog growth","backlog decline","WESCO Q2 2026 earnings deck; transcript","analysis/company-first-principles/industrial-goods/industrial-equipment-components/wesco-international-inc/company-analysis.md",Q2 2026,backlog year-over-year growth,60,percent,"Backlog growth indicates future infrastructure work visibility.",medium,analysis-derived-needs-primary-source
CF-012,"WESCO is a project-channel orchestrator for electrical, communications, utility, security, and data-center supply chains.",WESCO,industrial distribution and built environment,"institutions; infrastructure capital; utility capex; hyperscaler capex; corporate buyers",WESCO,"project-channel distribution; working capital; supplier coordination","data centers; utilities; broadband; security; electrification","data-center builders; utilities; electrical and communications contractors","supplier bottlenecks; project timing; working capital intensity; margin execution","quarterly data-center sales","data-center sales slowdown","WESCO Q2 2026 earnings deck; transcript","analysis/company-first-principles/industrial-goods/industrial-equipment-components/wesco-international-inc/company-analysis.md",Q2 2026,data-center sales,1.5,B USD,"Q2 data-center sales show the buildout continuing into the next year.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Ferguson,industrial distribution and built environment,"infrastructure capital; commercial capex; municipal spend; contractor working capital; property owners",Ferguson,"contractor-channel distribution; branch density; acquisitions","plumbing; HVAC; waterworks; PVF; mechanical systems; repair and maintenance","contractors; commercial projects; water and mechanical infrastructure users","residential weakness; acquisition integration; tariffs; supplier-price timing","addressable market; branch count; RMI mix; sales; non-residential growth","non-residential slowdown; acquisition dilution; margin compression","Ferguson 10-K; 10-Q; earnings deck; transcript","analysis/company-first-principles/industrial-goods/plumbing-hvac-distribution/ferguson-enterprises-inc/company-analysis.md",FY2025,addressable construction market,340,B USD,"Large addressable market frames Ferguson as a channel platform for fragmented construction and infrastructure demand.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Ferguson,industrial distribution and built environment,"infrastructure capital; commercial capex; municipal spend; contractor working capital; property owners",Ferguson,"contractor-channel distribution; branch density; acquisitions","plumbing; HVAC; waterworks; PVF; mechanical systems; repair and maintenance","contractors; commercial projects; water and mechanical infrastructure users","residential weakness; acquisition integration; tariffs; supplier-price timing","branch count","branch density weakens; acquisitions underperform","Ferguson 10-K","analysis/company-first-principles/industrial-goods/plumbing-hvac-distribution/ferguson-enterprises-inc/company-analysis.md",FY2025,branches,1746,count,"Branch count supports Ferguson's local availability and contractor-density moat.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Ferguson,industrial distribution and built environment,"infrastructure capital; commercial capex; municipal spend; contractor working capital; property owners",Ferguson,"contractor-channel distribution; branch density; acquisitions","plumbing; HVAC; waterworks; PVF; mechanical systems; repair and maintenance","contractors; commercial projects; water and mechanical infrastructure users","residential weakness; acquisition integration; tariffs; supplier-price timing","repair maintenance improvement mix","RMI mix weakens; residential weakness spreads","Ferguson 10-K; investor deck","analysis/company-first-principles/industrial-goods/plumbing-hvac-distribution/ferguson-enterprises-inc/company-analysis.md",FY2025,sales tied to repair maintenance and improvement,66.7,percent,"RMI mix supports recurring built-environment demand rather than pure new construction exposure.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Ferguson,industrial distribution and built environment,"infrastructure capital; commercial capex; municipal spend; contractor working capital; property owners",Ferguson,"contractor-channel distribution; branch density; acquisitions","plumbing; HVAC; waterworks; PVF; mechanical systems; repair and maintenance","contractors; commercial projects; water and mechanical infrastructure users","residential weakness; acquisition integration; tariffs; supplier-price timing","sales; non-residential revenue growth","non-residential projects slow; margin compression","Ferguson Q2 2026 earnings release; 10-Q","analysis/company-first-principles/industrial-goods/plumbing-hvac-distribution/ferguson-enterprises-inc/company-analysis.md",Q2 2026,sales,8.751,B USD,"Q2 sales show growth despite residential pressure.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Ferguson,industrial distribution and built environment,"infrastructure capital; commercial capex; municipal spend; contractor working capital; property owners",Ferguson,"contractor-channel distribution; branch density; acquisitions","plumbing; HVAC; waterworks; PVF; mechanical systems; repair and maintenance","contractors; commercial projects; water and mechanical infrastructure users","residential weakness; acquisition integration; tariffs; supplier-price timing","non-residential revenue growth","non-residential projects slow","Ferguson Q2 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/plumbing-hvac-distribution/ferguson-enterprises-inc/company-analysis.md",Q2 2026,non-residential revenue growth,8,percent,"Non-residential growth supports the infrastructure and commercial offset thesis.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Core & Main,industrial distribution and built environment,"municipal spend; utility capex; infrastructure capital; contractors; public funding",Core & Main,"specialty waterworks distribution; fire-protection distribution; private label; acquisitions","water; wastewater; storm drainage; fire protection; treatment plants; smart utilities","municipalities; water utilities; contractors; civic infrastructure users","municipal funding timing; acquisitions; freight; tariffs; supplier terms","net sales; adjusted EBITDA; operating cash flow; TAM; guidance","municipal spending slows; smart-utility demand weakens; margin pressure","Core & Main 10-K; 10-Q; earnings deck; transcript; municipal infrastructure data","analysis/company-first-principles/industrial-goods/building-materials-wholesale/core-main-inc/company-analysis.md",FY2025,net sales,7.647,B USD,"Net sales support Core & Main's scale as a water-infrastructure channel.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Core & Main,industrial distribution and built environment,"municipal spend; utility capex; infrastructure capital; contractors; public funding",Core & Main,"specialty waterworks distribution; fire-protection distribution; private label; acquisitions","water; wastewater; storm drainage; fire protection; treatment plants; smart utilities","municipalities; water utilities; contractors; civic infrastructure users","municipal funding timing; acquisitions; freight; tariffs; supplier terms","adjusted EBITDA; operating cash flow","margin pressure; cash conversion weakens","Core & Main 10-K","analysis/company-first-principles/industrial-goods/building-materials-wholesale/core-main-inc/company-analysis.md",FY2025,adjusted EBITDA,931,M USD,"Adjusted EBITDA supports cash-generative infrastructure distribution economics.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Core & Main,industrial distribution and built environment,"municipal spend; utility capex; infrastructure capital; contractors; public funding",Core & Main,"specialty waterworks distribution; fire-protection distribution; private label; acquisitions","water; wastewater; storm drainage; fire protection; treatment plants; smart utilities","municipalities; water utilities; contractors; civic infrastructure users","municipal funding timing; acquisitions; freight; tariffs; supplier terms","addressable market","TAM thesis weakens; share gains stall","Core & Main 10-K; investor deck","analysis/company-first-principles/industrial-goods/building-materials-wholesale/core-main-inc/company-analysis.md",FY2025,addressable market,50,B USD,"Addressable market supports the claim that fragmented infrastructure categories reward national scale.",medium,analysis-derived-needs-primary-source
CF-013,"Ferguson and Core & Main are practical channels through which infrastructure capital becomes installed plumbing, HVAC, waterworks, and fire-protection systems.",Core & Main,industrial distribution and built environment,"municipal spend; utility capex; infrastructure capital; contractors; public funding",Core & Main,"specialty waterworks distribution; fire-protection distribution; private label; acquisitions","water; wastewater; storm drainage; fire protection; treatment plants; smart utilities","municipalities; water utilities; contractors; civic infrastructure users","municipal funding timing; acquisitions; freight; tariffs; supplier terms","sales guidance; adjusted EBITDA guidance","guidance cut; municipal delay","Core & Main Q1 2026 earnings release; transcript","analysis/company-first-principles/industrial-goods/building-materials-wholesale/core-main-inc/company-analysis.md",Q1 2026,sales guidance low,7.8,B USD,"Reaffirmed guidance supports durability of replacement and modernization demand.",medium,analysis-derived-needs-primary-source
