claim_id,company,manager,vehicle,period,industry,borrower,business_description,investment_type,principal_or_shares,amortized_cost_usd_m,fair_value_usd_m,source_file,source_table_index,status
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Amerivet Partners Management, Inc. and AVE Holdings LP",Veterinary practice management platform,Subordinated loan,84.6,77.0,52.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Amerivet Partners Management, Inc. and AVE Holdings LP",Veterinary practice management platform,Class A units,2922.0,2.9,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Amerivet Partners Management, Inc. and AVE Holdings LP",Veterinary practice management platform,Class C units,7144.0,1.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Artivion, Inc. (13)","Manufacturer, processor and distributor of medical devices and implantable human tissues",First lien senior secured revolving loan,0.9,0.9,0.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"AthenaHealth Group Inc., Minerva Holdco, Inc. and BCPE Co-Invest (A), LP (13)(14)",Revenue cycle management provider to the physician practices and acute care hospitals,First lien senior secured loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"AthenaHealth Group Inc., Minerva Holdco, Inc. and BCPE Co-Invest (A), LP (13)(14)",Revenue cycle management provider to the physician practices and acute care hospitals,Series A preferred units,317.7,317.8,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"AthenaHealth Group Inc., Minerva Holdco, Inc. and BCPE Co-Invest (A), LP (13)(14)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A units,10.5,14.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Avalign Holdings, Inc. and Avalign Technologies, Inc.",Full-service contract manufacturer of medical device components for the orthopedic OEM industry,First lien senior secured revolving loan,3.6,3.5,2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Avalign Holdings, Inc. and Avalign Technologies, Inc.",Full-service contract manufacturer of medical device components for the orthopedic OEM industry,First lien senior secured loan,40.5,40.2,22.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BAART Programs, Inc., MedMark Services, Inc., and Canadian Addiction Treatment Centres LP",Opiod treatment provider,First lien senior secured loan,5.9,5.9,4.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Bambino Group Holdings, LLC",Dental services provider,Class A preferred units,1.0,0.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Bayou Intermediate II, LLC (13)",Developer and manufacturer of vascular medical devices,First lien senior secured revolving loan,2.0,2.0,2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,27,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Bayou Intermediate II, LLC (13)",Developer and manufacturer of vascular medical devices,First lien senior secured loan,31.1,31.1,30.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,Beehive Acquisition Corp (13),"Provider of regulatory-driven testing, inspection, and compliance services for diagnostic imaging equipment across U.S. healthcare facilities",First lien senior secured loan,9.6,9.6,9.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BrightStar Group Holdings, Inc.",Provider of private-pay home care services for patients,First lien senior secured revolving loan,4.0,4.0,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BrightStar Group Holdings, Inc.",Provider of private-pay home care services for patients,First lien senior secured loan,7.0,7.0,7.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BVI Medical, Inc. and BVI Group Limited (13)","Developer, manufacturer, and distributor of diverse ophthalmic surgical products",First lien senior secured revolving loan,1.7,1.7,1.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BVI Medical, Inc. and BVI Group Limited (13)","Developer, manufacturer, and distributor of diverse ophthalmic surgical products",First lien senior secured loan,4.5,4.5,3.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BVI Medical, Inc. and BVI Group Limited (13)","Developer, manufacturer, and distributor of diverse ophthalmic surgical products",First lien senior secured loan,144.1,144.1,121.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"BVI Medical, Inc. and BVI Group Limited (13)","Developer, manufacturer, and distributor of diverse ophthalmic surgical products",Ordinary shares,3742.0,5.0,1.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"CMI Parent, Inc. (13)",Developer and manufacturer of regenerative medical devices and implants,First lien senior secured loan,23.6,23.6,23.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Color Intermediate, LLC",Provider of pre-payment integrity software solution,First lien senior secured loan,19.7,19.7,19.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan,,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan,,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan,1.9,1.9,0.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,Cradle Lux Bidco S.A.R.L. and Hamilton Thorne Inc. (13),Provider of consumables and equipment for ART and IVF procedures,First lien senior secured loan,2.9,2.9,2.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,Cradle Lux Bidco S.A.R.L. and Hamilton Thorne Inc. (13),Provider of consumables and equipment for ART and IVF procedures,First lien senior secured loan,12.1,11.4,12.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Crown CT Parent Inc., Crown CT HoldCo Inc. and Crown CT Management LLC",Provider of medical devices and services for the treatment of positional plagiocephaly,First lien senior secured revolving loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Crown CT Parent Inc., Crown CT HoldCo Inc. and Crown CT Management LLC",Provider of medical devices and services for the treatment of positional plagiocephaly,First lien senior secured loan,23.7,23.7,23.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Crown CT Parent Inc., Crown CT HoldCo Inc. and Crown CT Management LLC",Provider of medical devices and services for the treatment of positional plagiocephaly,Class A shares,1.9,2.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Crown CT Parent Inc., Crown CT HoldCo Inc. and Crown CT Management LLC",Provider of medical devices and services for the treatment of positional plagiocephaly,Common units,0.3,0.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (13)",Veterinary hospital operator,First lien senior secured loan,41.8,41.8,41.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (13)",Veterinary hospital operator,Class A preferred units,2.6,2.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (13)",Veterinary hospital operator,Common stock,14.5,22.1,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,28,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Empower Payments Investor, LLC (13)",Financial communication and payment solutions provider,First lien senior secured loan,0.1,0.1,0.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Empower Payments Investor, LLC (13)",Financial communication and payment solutions provider,First lien senior secured loan,4.1,4.0,4.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Evolent Health LLC and Evolent Health, Inc.",Medical technology company focused on value based care services and payment solutions,First lien senior secured loan,18.3,18.3,18.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Evolent Health LLC and Evolent Health, Inc.",Medical technology company focused on value based care services and payment solutions,Second lien senior secured loan,3.8,3.8,3.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Galaxy Buyer, Inc. and Galaxy Topco I, L.P. (13)",Provider of Laboratory Information Management Systems (LIMS) and informatics solutions,First lien senior secured loan,16.1,16.1,16.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Galaxy Buyer, Inc. and Galaxy Topco I, L.P. (13)",Provider of Laboratory Information Management Systems (LIMS) and informatics solutions,Class A-1 units,1.4,1.7,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,GHX Ultimate Parent Corporation and Nexus TopCo LP (13),On-demand supply chain automation solutions provider to the healthcare industry,First lien senior secured loan,92.4,92.4,91.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,GHX Ultimate Parent Corporation and Nexus TopCo LP (13),On-demand supply chain automation solutions provider to the healthcare industry,First lien senior secured loan,16.8,16.8,16.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,GHX Ultimate Parent Corporation and Nexus TopCo LP (13),On-demand supply chain automation solutions provider to the healthcare industry,Class C units,,3208.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Himalaya TopCo LLC and BCPE Hyperlink Holdings, LP (13)",Provider of software solutions to healthcare payors,First lien senior secured revolving loan,5.8,5.8,5.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Himalaya TopCo LLC and BCPE Hyperlink Holdings, LP (13)",Provider of software solutions to healthcare payors,First lien senior secured loan,20.9,20.9,20.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Himalaya TopCo LLC and BCPE Hyperlink Holdings, LP (13)",Provider of software solutions to healthcare payors,First lien senior secured loan,237.0,236.9,232.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Himalaya TopCo LLC and BCPE Hyperlink Holdings, LP (13)",Provider of software solutions to healthcare payors,Class A units,2.5,2.3,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,HuFriedy Group Acquisition LLC (13),Manufacturer of surgical dental equipment and sterile instruments,First lien senior secured revolving loan,0.6,0.6,0.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,HuFriedy Group Acquisition LLC (13),Manufacturer of surgical dental equipment and sterile instruments,First lien senior secured loan,15.2,15.2,15.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,HuFriedy Group Acquisition LLC (13),Manufacturer of surgical dental equipment and sterile instruments,First lien senior secured loan,75.7,75.7,75.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC)",Provider of behavioral health services,First lien senior secured revolving loan,4.8,4.1,2.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC)",Provider of behavioral health services,First lien senior secured loan,0.5,0.5,0.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"LivTech Purchaser, Inc. (13)","Provider of senior care end-to-end software, payments and RCM platform",First lien senior secured loan,10.4,10.4,10.3,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Preferred units,0.3,0.3,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Senior preferred units,0.4,0.4,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Class A units,2.5,2.3,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,29,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Next Holdco, LLC (13)",Provider of electronic medical record and practice management software,First lien senior secured loan,6.4,6.4,6.4,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Next Holdco, LLC (13)",Provider of electronic medical record and practice management software,First lien senior secured loan,69.9,69.9,69.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Next Holdco, LLC (13)",Provider of electronic medical record and practice management software,First lien senior secured loan,12.9,13.3,12.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Next Holdco, LLC (13)",Provider of electronic medical record and practice management software,First lien senior secured loan,7.1,7.1,7.1,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Next Holdco, LLC (13)",Provider of electronic medical record and practice management software,Partnership units,3.0,9.5,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Nomi Health, Inc.",Provider of software payment services for healthcare industry,Warrant to purchase Series B preferred stock,,9941.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Nomi Health, Inc.",Provider of software payment services for healthcare industry,Warrant to purchase Class A common stock,,22211.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Preferred units,,417189.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Preferred stock,,7983.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Class A common units,,9549000.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Common units,,7584.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Second lien senior secured loan,88.4,75.5,57.5,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",Behavioral health and special education platform provider,Class R common units,6004768.0,6.0,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,Pegasus Aggregator Parent LLC,Emergency air medical services provider,Class B units,3952946.0,43.2,50.2,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"PetVet Care Centers, LLC (13)",Veterinary hospital operator,First lien senior secured revolving loan,8.1,8.1,6.8,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"PetVet Care Centers, LLC (13)",Veterinary hospital operator,First lien senior secured loan,129.5,129.5,108.7,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"PetVet Care Centers, LLC (13)",Veterinary hospital operator,First lien senior secured loan,11.9,11.9,11.9,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"PetVet Care Centers, LLC (13)",Veterinary hospital operator,First lien senior secured loan,10.6,10.6,10.6,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
"CF-004, CF-005",Ares Capital Corporation,Ares,ARCC,Q2 2026 / June 30 2026,Health Care Equipment and Services,"PetVet Care Centers, LLC (13)",Veterinary hospital operator,Class A units,5.4,18.9,-2.0,raw/primary-sources/capital-flow/ares-capital/q2-2026/arcc-2026-q2-10q.html,30,parser-derived-needs-reconciliation
