match_row_id,cusip,identifier_quality,match_status,year_end_holding_rows,disposal_rows,holding_schedule_sections,disposal_schedule_parts,issuer_or_description_sample,year_end_book_value_usd,year_end_fair_value_usd,year_end_interest_income_usd,year_end_interest_received_usd,disposal_consideration_usd,disposal_book_value_at_disposal_usd,disposal_realized_gain_loss_usd,disposal_interest_or_dividends_received_usd,first_disposal_date,last_disposal_date,top_purchaser_or_disposition_type,cash_back_signal,proof_use,boundary,next_action
CFAASCBCM-00208,00252F-AR-2,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Aames Mortgage Investment Trus AMIT 2004-1 B2,0.000000,16744.000000,1614029.000000,16744.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00209,00252F-BF-7,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Aames Mortgage Investment Trus AMIT 2005-1 M8,0.000000,20310.000000,2000000.000000,20310.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00210,00252F-BG-5,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Aames Mortgage Investment Trus AMIT 2005-1 M9,0.000000,30465.000000,3000000.000000,30465.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00211,00252F-DA-6,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Aames Mortgage Investment Trus AMIT 2005-4 M8,0.000000,45181.000000,4500000.000000,45181.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00212,00252F-DB-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Aames Mortgage Investment Trus AMIT 2005-4 M9,0.000000,45181.000000,4500000.000000,45181.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00213,00253C-HZ-3,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,Aames Mortgage Trust 2002-2 AMT 2002-2 M3,1068205.000000,1404301.000000,90679.000000,192149.000000,58349.000000,14630.000000,0.000000,1524.000000,12/01/2025,12/01/2025,"Paydown 58,349",disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00214,00255U-AA-3,standard-cusip-like,disposal-only-cusip-visible,0,2,,Schedule D Part 4,AASET 2020-1 Trust AASET 2020-1A A 3.351% 01/16/40,0.000000,0.000000,0.000000,0.000000,2292584.000000,1278447.000000,0.000000,53710.000000,10/15/2025,11/13/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00215,00262#-AA-7,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,3,Schedule D Part 1 Section 2,Schedule D Part 4,Ardian A,34049423.000000,34049423.000000,1184548.000000,2122819.000000,41741893.000000,0.000000,0.000000,1687224.000000,06/30/2025,09/30/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00216,00262#-AB-5,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,3,Schedule D Part 1 Section 2,Schedule D Part 4,Ardian A,36070675.000000,36070675.000000,873129.000000,2030133.000000,35345478.000000,32799347.000000,0.000000,1150872.000000,06/30/2025,09/30/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00217,00263@-AA-8,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 1,Schedule D Part 4,AP Moon II Holdings LLC. A,280963968.000000,280293554.000000,20510370.000000,26894281.000000,288906032.000000,0.000000,0.000000,8932913.000000,06/17/2025,12/15/2025,Tax Free Exchange,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00218,00264#-AA-5,statutory-private-or-marker-cusip,disposal-only-cusip-visible,0,2,,Schedule D Part 4; Schedule D Part 5,AP Aristotle Holdings LLC(Old) Aristotle Junior 0% 30 Sep 42 0.000% 09/30/24,0.000000,0.000000,0.000000,0.000000,6500000.000000,818332477.000000,0.000000,12695038.000000,01/01/2025,01/01/2025,Security Withdraw,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00219,00264#-AB-3,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,3,Schedule D Part 1 Section 2,Schedule D Part 4; Schedule D Part 5,AP Aristotle Holdings LLC Aristotle Sen 5.25% 28 Feb 42,300834391.000000,0.000000,17137629.000000,28317574.000000,782620834.000000,6588486.000000,0.000000,11701981.000000,01/01/2025,12/15/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00220,00273*-AA-8,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,2,Schedule D Part 1 Section 1,Schedule D Part 4; Schedule D Part 5,"AP Middlebury Holdings, LLC Senior Secured",199539685.000000,203961451.000000,8017267.000000,24410996.000000,128923062.000000,128400000.000000,0.000000,1101501.000000,05/29/2025,10/03/2025,AARe - Sony Life [Block] Trust,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00221,002824-AV-2,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Abbott Laboratories Senior Unsecured,11330204.000000,11701547.000000,637800.000000,10948900.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00222,002824-BB-5,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,Abbott Laboratories Senior Unsecured 2.950% 03/15/25,0.000000,0.000000,0.000000,0.000000,14000000.000000,0.000000,0.000000,206500.000000,03/15/2025,03/15/2025,Maturity,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00223,002824-BF-6,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,Abbott Laboratories Senior Unsecured 3.750% 11/30/26,0.000000,0.000000,0.000000,0.000000,1588496.000000,1564677.000000,0.000000,19667.000000,03/27/2025,03/27/2025,Goldman Sachs,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00224,002824-BG-4,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 1,Schedule D Part 4,Abbott Laboratories Senior Unsecured,35801622.000000,34758891.000000,1401536.000000,35325518.000000,10104400.000000,9957241.000000,0.000000,407708.000000,10/08/2025,10/08/2025,Barclays,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00225,002824-BH-2,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Abbott Laboratories Senior Unsecured,2936088.000000,2074217.000000,107800.000000,2253900.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00226,002824-BQ-2,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,Abbott Laboratories Senior Unsecured 1.400% 06/30/30,0.000000,0.000000,0.000000,0.000000,3442120.000000,3889112.000000,0.000000,13689.000000,03/27/2025,03/27/2025,Goldman Sachs,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00227,00287Y-AM-1,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,3180425.000000,2904312.000000,143000.000000,3321500.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00228,00287Y-AQ-2,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AbbVie Inc Senior Unsecured 3.600% 05/14/25,0.000000,0.000000,0.000000,0.000000,13500000.000000,55965.000000,0.000000,243000.000000,05/14/2025,05/14/2025,Maturity,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00229,00287Y-AR-0,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 1,Schedule D Part 4,AbbVie Inc Senior Unsecured,24114032.000000,23096397.000000,1057500.000000,24028750.000000,1894601.000000,1912459.000000,0.000000,48500.000000,05/28/2025,05/28/2025,AARE Surplus AAM,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00230,00287Y-AS-8,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,14266951.000000,13134357.000000,658000.000000,14840750.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00231,00287Y-AV-1,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,936847.000000,960627.000000,43000.000000,1021500.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00232,00287Y-AW-9,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AbbVie Inc Senior Unsecured 4.450% 05/14/46,0.000000,0.000000,0.000000,0.000000,2032267.000000,2057359.000000,0.000000,102066.000000,11/13/2025,11/13/2025,AMH - AmerUs Group Co,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00233,00287Y-BD-0,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,4336480.000000,3556932.000000,190125.000000,3995063.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00234,00287Y-BF-5,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,2137992.000000,2022469.000000,85000.000000,2042500.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00235,00287Y-BX-6,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AbbVie Inc Senior Unsecured 3.200% 11/21/29,0.000000,0.000000,0.000000,0.000000,11758250.000000,13260175.000000,0.000000,141111.000000,03/27/2025,03/27/2025,Goldman Sachs,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00236,00287Y-CA-5,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,25761425.000000,22101809.000000,1000958.000000,25215479.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00237,00287Y-CZ-0,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,7656187.000000,6384756.000000,323750.000000,7161875.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00238,00287Y-DA-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,2875422.000000,2691176.000000,140650.000000,2970325.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00239,00287Y-DB-2,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,AbbVie Inc Senior Unsecured,4537183.000000,4563634.000000,118750.000000,5118750.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00240,00287Y-DR-7,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AbbVie Inc Senior Unsecured 4.800% 03/15/27,0.000000,0.000000,0.000000,0.000000,25105750.000000,24976245.000000,0.000000,530000.000000,02/21/2025,02/21/2025,Morgan Stanley,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00241,00287Y-DW-6,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 1,Schedule D Part 5,AbbVie Inc Senior Unsecured,2944445.000000,2924796.000000,47700.000000,3081000.000000,17654907.000000,17666162.000000,0.000000,175500.000000,11/19/2025,11/19/2025,Various 12/17/2025 Various,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00242,00287Y-DX-4,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 5,AbbVie Inc Senior Unsecured 5.500% 03/15/64,0.000000,0.000000,0.000000,0.000000,9840500.000000,9641711.000000,0.000000,207778.000000,07/30/2025,07/30/2025,Goldman Sachs 11/19/2025 Barclays,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00243,002939-AF-3,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,A&D Mortgage Trust 2024-NQM4 ADMT 2024-NQM4 M1,6797915.000000,6825964.000000,403172.000000,91366.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00244,003009-B*-7,statutory-private-or-marker-cusip,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Aberdeen Asia Pacific Income F SR SECD NTS SER D ..,15884736.000000,14782818.000000,592000.000000,16296000.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00245,003009-B@-5,statutory-private-or-marker-cusip,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Aberdeen Asia Pacific Income F SR SECD NTS SER E ..,16000000.000000,14295250.000000,596800.000000,16298400.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00246,00386S-AB-8,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 1,Schedule D Part 4,Abu Dhabi National Energy Co P Senior Unsecured,11135972.000000,10270013.000000,585000.000000,9292500.000000,1152000.000000,1241128.000000,0.000000,62653.000000,10/13/2025,10/13/2025,CITIGROUP,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00247,00388W-AG-6,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Abu Dhabi National Energy Co P Senior Unsecured,8024857.000000,8225879.000000,390000.000000,8195000.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00248,00388W-AH-4,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 1,,Abu Dhabi National Energy Co P Senior Unsecured,16350165.000000,13815506.000000,640000.000000,17340000.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
CFAASCBCM-00249,00392#-AA-0,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,Abteen 2019-1 ABTEEN 2019-1 A,7467418.000000,7400211.000000,293469.000000,5985537.000000,454384.000000,0.000000,0.000000,9750.000000,12/15/2025,12/15/2025,Paydown,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00250,00401M-AA-4,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 1,Schedule D Part 4,Abu Dhabi Crude Oil Pipeline L Senior Secured,11376946.000000,11286650.000000,419750.000000,11642249.000000,5383125.000000,5496635.000000,0.000000,158927.000000,10/14/2025,10/14/2025,Various,disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00251,00432C-DK-4,standard-cusip-like,disposal-only-cusip-visible,0,1,,Schedule D Part 4,AccessLex Institute ACCSS 2007-A B 4.690% 02/25/37,0.000000,0.000000,0.000000,0.000000,3403179.000000,98045.000000,0.000000,85179.000000,05/27/2025,05/27/2025,Paydown,disposal-consideration; interest-or-dividend-cash,named disposal/proceeds candidate; no year-end holding row expected or found in current parser,disposed asset may not remain in year-end Schedule D holdings; absence from year-end holdings is not a parser failure by itself,"classify disposition type and test whether the CUSIP was fully sold, matured, paid down, or appears under a corrected identifier"
CFAASCBCM-00252,00436M-AB-1,standard-cusip-like,holding-and-disposal-same-cusip-visible,1,1,Schedule D Part 1 Section 2,Schedule D Part 4,Accelerated Assets 2018-1 LLC AALLC 2018-1 B,158684.000000,161085.000000,7284.000000,2573.000000,130561.000000,3226.000000,0.000000,3077.000000,12/02/2025,12/02/2025,"Paydown 130,561 130,561 125,790 127,335 3,226 3,226",disposal-consideration; interest-or-dividend-cash; same-cusip-year-end-and-disposal-bridge,same-CUSIP cash-back candidate for row-level reconciliation and return testing,"same CUSIP appears in both year-end holdings and disposal/proceeds output, but lot-level continuity, subtotal treatment, income allocation, liability cost, borrower receipt, and return are not proven","inspect lot-level dates and numeric columns, then reconcile consideration, book value, gain/loss, and interest fields"
CFAASCBCM-00253,004375-EA-5,standard-cusip-like,year-end-holding-only-cusip-visible,1,0,Schedule D Part 1 Section 2,,Accredited Mortgage Loan Trust ACCR 2005-3 M7,0.000000,911453.000000,911453.000000,12537.000000,0.000000,0.000000,0.000000,0.000000,,,,interest-or-dividend-cash,"year-end holding candidate for future income, maturity, or later-period proceeds matching","year-end holding row has no current disposal/proceeds match; it may still have income, maturity, credit-quality, or later-period cash evidence","join to page 18 income categories, later disposal rows, credit-quality migration, and liability-cost spread support"
