parser_row_id,schedule,page,cusip_or_identifier,name_and_raw_terms,naic_designation_detected,asset_type_guess,first_numeric_values,current_status,proof_use,boundary
CFAASPP-049,Schedule D Part 1 Section 2,5912,38375B-5S-7,"Government National Mortgage A GNR 2013-H19 ID .... ................ .... 1.A .... .................. 83,819 ........................ ...............107,761 ..................92,305 .................. ..............695 .................. .................. ......0.000 .....20.117 MON ..... ....................... ............... 40,536 ....12/01/2025 ... ....05/20/2063 ... ............... 22 ............",1.A,agency_mbs_or_abs,"83,819; 40,536",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-050,Schedule D Part 1 Section 2,5912,38375B-7Z-9,"Government National Mortgage A GNR 2013-H22 BI .... ................ .... 1.A .... .................. 13,905 ........................ ................ 15,634 ..................14,693 .................. ........... 1,317 .................. .................. ......1.566 .....26.437 MON ..... ...................769 .................9,026 ....05/02/2024 ... ....08/20/2063 ... .................. ............",1.A,agency_mbs_or_abs,"13,905; 15,634; 1,317",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-051,Schedule D Part 1 Section 2,5912,38375B-AE-2,"Government National Mortgage A GNR 2010-H02 DI .... ................ .... 1.A .... .................. 77,116 ........................ ...............125,297 ..................85,909 .................. ..........(1,050) .................. .................. ......2.363 .....30.963 MON ..... .................2,787 ............... 53,237 ....12/01/2025 ... ....02/20/2060 ... ..............129 ............",1.A,agency_mbs_or_abs,"77,116; 1,050); 53,237",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-052,Schedule D Part 1 Section 2,5912,38375B-AH-5,"Government National Mortgage A GNR 2010-H02 GI .... ................ .... 1.A .... .................. 19,500 ........................ ................ 22,462 ..................23,159 .................. ........... 1,940 .................. .................. ......2.632 ......7.275 MON ..... ...................612 ............... 11,634 ....12/01/2025 ... ....02/20/2060 ... .................. ............",1.A,agency_mbs_or_abs,"19,500; 22,462; 1,940; 11,634",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-053,Schedule D Part 1 Section 2,5912,38375B-G9-7,"Government National Mortgage A GNR 2013-H02 DI .... ................ .... 1.A .... .................. 37,134 ........................ ................ 34,715 ..................57,888 .................. ............5,533 .................. .................. ......1.990 .....(3.210) MON ..... .................1,697 ............... 20,332 ....12/16/2021 ... ....12/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"37,134; 34,715; 20,332",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-054,Schedule D Part 1 Section 2,5912,38375B-GQ-9,"Government National Mortgage A GNR 2010-H24 FI .... ................ .... 1.A .... .................. 29,603 ........................ ................ 39,775 ..................33,743 .................. ........... 4,140 .................. .................. ......1.618 .....17.797 MON ..... ...................961 ............... 21,987 ....02/01/2025 ... ....10/20/2060 ... .................. ............",1.A,agency_mbs_or_abs,"29,603; 39,775; 4,140; 21,987",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-055,Schedule D Part 1 Section 2,5912,38375B-JP-8,"Government National Mortgage A GNR 2011-H01 IF .... ................ .... 1.A .... ...................19,352 ........................ ................ 31,396 ..................36,027 .................. ............7,945 .................. .................. ......1.339 ......6.770 MON ..... .................1,319 ...............16,641 ....10/01/2025 ... ....11/20/2060 ... .................. ............",1.A,agency_mbs_or_abs,"31,396",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-056,Schedule D Part 1 Section 2,5912,38375B-KB-7,"Government National Mortgage A GNR 2011-H05 AI .... ................ .... 1.A .... .................. 74,316 ........................ ................86,021 ..................74,965 .................. ..........(2,270) .................. .................. ......1.709 .....23.961 MON ..... .................4,642 ............... 54,107 ....04/21/2016 ... ....12/20/2060 ... .................. ............",1.A,agency_mbs_or_abs,"74,316; 2,270); 54,107",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-057,Schedule D Part 1 Section 2,5912,38375B-KM-3,"Government National Mortgage A GNR 2011-H06 FI .... ................ .... 1.A .... .................163,101 ........................ ...............105,078 .................149,850 .................. ..........19,512 ........... 6,706 .................. ......1.331 .....(1.993) MON ..... .................5,627 ...............76,488 ....12/16/2021 ... ....02/20/2061 ... .................1 ............",1.A,agency_mbs_or_abs,"6,706",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-058,Schedule D Part 1 Section 2,5912,38375B-KT-8,"Government National Mortgage A GNR 2011-H08 CI .... ................ .... 1.A .... .................. 21,637 ........................ ................ 13,133 ..................22,018 .................. .............(626) .................. .................. ......0.000 .....(2.088) MON ..... ....................... ................ 6,807 ....01/21/2016 ... ....02/20/2061 ... .................1 ............",1.A,agency_mbs_or_abs,"21,637; 13,133; 6,807",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-059,Schedule D Part 1 Section 2,5912,38375B-KW-1,"Government National Mortgage A GNR 2011-H08 DI .... ................ .... 1.A .... .................. 20,974 ........................ ................ 23,401 ..................30,028 .................. ............3,195 .................. .................. ......0.000 ......2.701 MON ..... ....................... ...............10,663 ....04/27/2016 ... ....02/20/2061 ... .................1 ............",1.A,agency_mbs_or_abs,"20,974; 23,401",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-060,Schedule D Part 1 Section 2,5912,38375B-LM-2,"Government National Mortgage A GNR 2011-H11 AI .... ................ .... 1.A .... .................. 37,864 ........................ ................ 37,604 ..................36,949 .................. .............(915) .................. .................. ......1.559 .....19.227 MON ..... .................2,181 ............... 25,589 ....12/16/2021 ... ....03/20/2061 ... .................. ............",1.A,agency_mbs_or_abs,"37,864; 37,604; 25,589",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-061,Schedule D Part 1 Section 2,5912,38375B-LP-5,"Government National Mortgage A GNR 2011-H11 BI .... ................ .... 1.A .... .................. 81,078 ........................ ................ 65,993 ..................46,245 .................. ........... 6,598 .................. .................. ......1.439 .....31.241 MON ..... .................1,849 ............... 25,508 ....11/01/2025 ... ....04/20/2061 ... .................8 ............",1.A,agency_mbs_or_abs,"81,078; 65,993; 6,598; 25,508",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-062,Schedule D Part 1 Section 2,5912,38375B-MA-7,"Government National Mortgage A GNR 2011-H14 CI .... ................ .... 1.A .... .................. 17,839 ........................ ................ 24,712 ..................33,728 .................. ............3,194 .................. .................. ......1.288 ......0.615 MON ..... .................1,142 ............... 13,451 ....05/02/2024 ... ....05/20/2061 ... .................. ............",1.A,agency_mbs_or_abs,"17,839; 24,712; 13,451",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-063,Schedule D Part 1 Section 2,5912,38375B-MU-3,"Government National Mortgage A GNR 2011-H19 IA .... ................ .... 1.A .... .................. 71,631 ........................ ................ 65,311 ..................75,307 .................. ........... 8,145 ............4,092 .................. ......1.108 ......6.254 MON ..... .................3,299 ............... 42,911 ....12/16/2021 ... ....08/20/2061 ... .................3 ............",1.A,agency_mbs_or_abs,"71,631; 65,311; 8,145; 42,911",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-064,Schedule D Part 1 Section 2,5912,38375B-PK-2,"Government National Mortgage A GNR 2012-H03 IA .... ................ .... 1.A .... ...................39,055 ........................ ................ 23,467 ..................44,954 .................. ............2,946 .................. .................. ......0.999 .....(4.052) MON ..... ................ 1,170 ............... 15,472 ....12/16/2021 ... ....01/20/2062 ... .................1 ............",1.A,agency_mbs_or_abs,"23,467; 1,170; 15,472",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-065,Schedule D Part 1 Section 2,5912,38375B-QQ-8,"Government National Mortgage A GNR 2012-H08 SI .... ................ .... 1.A .... .................102,523 ........................ ...............132,727 ..................98,211 .................. .........(12,846) .................. .................. ......1.207 .....26.742 MON ..... .................4,226 ............... 52,586 ....10/01/2025 ... ....04/20/2062 ... .................1 ............",1.A,agency_mbs_or_abs,"12,846); 52,586",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-066,Schedule D Part 1 Section 2,5912,38375B-QY-1,"Government National Mortgage A GNR 2012-H08 FI .... ................ .... 1.A .... .................. 38,649 ........................ ................ 34,487 ..................57,083 .................. ........... 5,470 .................. .................. ......1.354 .....(1.648) MON ..... ................ 1,671 ............... 19,487 ....12/16/2021 ... ....04/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"38,649; 34,487; 5,470; 1,671; 19,487",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-067,Schedule D Part 1 Section 2,5912,38375B-SB-9,"Government National Mortgage A GNR 2012-H12 FI .... ................ .... 1.A .... .................. 38,948 ........................ ................ 40,734 ..................44,164 .................. ........... 5,217 .................. .................. ......1.112 .....15.133 MON ..... .................1,885 ............... 22,221 ....05/15/2017 ... ....05/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"38,948; 40,734; 5,217; 22,221",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-068,Schedule D Part 1 Section 2,5912,38375B-TS-1,"Government National Mortgage A GNR 2012-H14 KI .... ................ .... 1.A .... .................. 15,758 ........................ ..................7,241 ..................12,078 .................. .............(758) .................. .................. ......1.029 ......1.805 MON ..... ...................379 .................4,422 ....05/05/2017 ... ....07/20/2062 ... .................1 ............",1.A,agency_mbs_or_abs,"15,758",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-069,Schedule D Part 1 Section 2,5912,38375B-TZ-5,"Government National Mortgage A GNR 2012-H15 CI .... ................ .... 1.A .... .................. 65,572 ........................ ................ 52,282 ..................75,837 .................. ..........13,848 .................. .................. ......1.322 ......3.551 MON ..... .................2,260 ............... 26,664 ....12/16/2021 ... ....06/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"65,572; 52,282; 26,664",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-070,Schedule D Part 1 Section 2,5912,38375B-UM-2,"Government National Mortgage A GNR 2012-H18 NI .... ................ .... 1.A .... .................. 17,200 ........................ ................ 12,328 ..................20,334 .................. ..........(1,573) .................. .................. ......1.456 .....(2.677) MON ..... ...................661 .................7,627 ....12/16/2021 ... ....08/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"17,200; 12,328; 1,573)",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-071,Schedule D Part 1 Section 2,5912,38375B-Y3-0,"Government National Mortgage A GNR 2013-H11 FI .... ................ .... 1.A .... .................. 48,538 ........................ ................ 30,638 ..................14,875 .................. ............... 70 .................. .................. ......0.000 .....77.173 MON ..... ....................... ............... 12,133 ....12/01/2025 ... ....04/20/2063 ... .................1 ............",1.A,agency_mbs_or_abs,"48,538; 30,638; 12,133",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
CFAASPP-072,Schedule D Part 1 Section 2,5912,38375B-ZF-2,"Government National Mortgage A GNR 2012-H27 SI .... ................ .... 1.A .... .................. 34,576 ........................ ................ 26,446 ..................26,885 .................. ........... 1,877 .................. .................. ......1.795 .....(1.679) MON ..... ...................628 ............... 13,438 ....11/01/2025 ... ....10/20/2062 ... .................. ............",1.A,agency_mbs_or_abs,"34,576; 26,446; 1,877; 13,438",parser-prototype-row-visible,repeatable named statutory holding extraction row,prototype row; column-level statutory values still need schedule-specific normalization and reconciliation
