gate_id,stage,question,entity_or_metric,evidence_value,period,source_artifact,current_status,what_is_proven,missing_upgrade
APO-072,named_statutory_cash_route,Does the Athene statutory filing join a named Concord holding to a dated consideration row?,Concord Music Royalties LLC TUNES 2025-3A A CUSIP 20633K-AN-8,"$215.168M year-end book value; $3.313M interest income; $229.053M dated consideration; $224.990M disposal book value; $4.733M disposal interest/dividends",FY2025,analysis/company-first-principles/capital-flow-apollo-athene-statutory-same-cusip-bridge-upgrade-2026-09-15.md,same-cusip-statutory-bridge-visible,Same Athene CUSIP is visible in Schedule D holding and dated Schedule D Part 5 rows with named market/intermediary counterparties,Lot continuity settlement receipt underlying collateral cash Athene allocation liability cost and final return
APO-073,parent_affiliate_boundary,What related-party balance-sheet and cash-flow boundaries exist at the Athene legal entity?,Athene parent/subsidiary/affiliate receivable and payable plus intercompany cash lines,"$4.553M receivable; $142.863M payable; $11.331B other cash provided/applied; $415.722M intercompany tax settlement",FY2025,analysis/company-first-principles/capital-flow-apollo-athene-statutory-parent-affiliate-boundary-upgrade-2026-09-15.md,statutory-parent-affiliate-boundary-visible,Athene reports related-party balance-sheet buckets and aggregate intercompany cash mechanisms without a dated Apollo receipt or common-owner residual,Dated counterparty settlement parent-only cash-flow or intercompany elimination and common-owner allocation
APO-074,dilution_denominator,What period-specific share claims sit above Apollo common owners?,Apollo Q2 2026 share-claim bridge,"575.972M GAAP common shares; 14.588M mandatory-convertible preferred underlying shares; 17.073M vested RSUs; 15.922M unvested RSUs eligible for dividend equivalents; 623.554M adjusted net-income shares; 47.583M mechanical gap or approximately 8.26% above GAAP common",Q2 2026,analysis/company-first-principles/capital-flow-apollo-q2-share-claim-dilution-boundary-upgrade-2026-09-15.md,dilution-denominator-confirmed,Apollo's adjusted per-share denominator and senior/equity-compensation share claims are source-backed and reconciled without calling them distributable cash,Instrument-specific conversion settlement dividend-equivalent and future-issuance economics plus common-owner cash residual
APO-075,parent_receipt,Does Apollo's parent-company filing expose a dividend receipt from subsidiaries?,Apollo ParentCompanyMember dividend receipt and distribution proceeds,"$750M proceeds from dividends received equals $750M proceeds from distribution from subsidiary investing activities; $148M distribution-related outflow; $1.201B common dividends paid; $97M preferred dividends paid",FY2025,analysis/company-first-principles/capital-flow-apollo-fy2025-parent-dividend-receipt-upgrade-2026-09-15.md,parent-only-dividend-receipt-visible,FY2025 parent-company receipt and matching subsidiary-distribution proceeds are source-backed without attributing the receipt to Athene or common-owner residual,Athene-specific counterparty transfer timing receiving account intercompany elimination unrestricted availability and final common-owner waterfall
APO-076,related_party_flow,What named Athene/ADIP related-party flows are reported?,Apollo Athene/ADIP related-party flow,"$466M contributions from ADIP and $444M distributions to ADIP in FY2025; XBRL context c-1454 identifies AtheneMember and ApolloAtheneDedicatedInvestmentProgramsMember",FY2025,analysis/company-first-principles/capital-flow-apollo-fy2025-athene-adip-related-party-flow-upgrade-2026-09-15.md,athene-adip-related-party-flow-visible,Named annual flow categories and Athene/ADIP legal-entity dimensions are source-backed without treating the distribution as an AGM receipt,Settlement direction parent attribution regulated capital liability allocation and common-owner residual
APO-077,return_attribution,What decomposed investment-earnings and funding-cost bridge does Athene report?,Athene Retirement Services investment earnings and cost of funds,"H1 2026 fixed-income and other net investment income 7237M USD; alternative net investment income 558M USD; strategic capital-management fees 73M USD; cost of funds 5749M USD; net investment spread 2119M USD; net spread 1.06% versus 1.24% prior year; alternatives 7.49% return versus 11% long-term expectation with 264M USD delta and 0.17% spread impact",H1/Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-investment-earnings-attribution-upgrade-2026-09-15.md,segment-investment-earnings-attribution-confirmed,Current Athene reporting decomposes the spread numerator and funding burden and labels an alternative-return sensitivity without treating it as normalized owner cash,Named-asset income liability-block cost credit losses capital charges realized cash Athene-to-AGM receipt and Apollo common-owner residual
APO-078,named_route,What selected Athene cash-like routes should be prioritized for borrower-return proof?,Selected Athene same-CUSIP cash-like route buckets,"10 selected rows total 2930.192972M USD; 7 non-Treasury operating/wrapper rows 2378.326037M USD; 3 Treasury/sovereign-liquidity rows 551.866935M USD",FY2025 statutory packet,analysis/company-first-principles/capital-flow-apollo-athene-named-route-concentration-boundary-2026-09-15.md,named-route-concentration-boundary-confirmed,Selected proceeds are separated into borrower/wrapper follow-up routes and sovereign liquidity rows without treating either bucket as final cash return,Lot continuity source-of-funds borrower receipt collateral cash liability-cost spread and Apollo/common-owner allocation
APO-079,portfolio_population,Can the Athene legal-entity portfolio be analyzed at full Schedule D population scale?,Athene Schedule D Part 1 Sections 1 and 2 full-range parser,"8648 normalized rows; 3418 issuer-credit and 5230 asset-backed-security rows; 8258 rows with parsed book/adjusted carrying value; issuer-credit book coverage 99.9409%; ABS parser sum 100.5334% of compact statutory reference and remains unreconciled",FY2025 statutory statement,analysis/company-first-principles/capital-flow-apollo-athene-statutory-schedule-d-full-range-reconciliation-boundary-2026-09-15.md,full-range-population-boundary-confirmed,Full located Schedule D ranges are now available for legal-entity portfolio prioritization while preserving the unreconciled parser boundary,Final section reconciliation row-boundary and blank-column correction named income/proceeds/impairment join liability-cost spread borrower cash and common-owner allocation
APO-080,parser_boundary,Are missing Schedule D book fields safe to impute from adjacent numeric tokens?,Athene Schedule D blank-column inspection,"390 rows without parsed book/adjusted carrying value; 383 ABS rows and 7 issuer-credit rows; raw high-priority ABS inspection shows repeated dot-marker runs representing blank statutory columns",FY2025 statutory statement,analysis/company-first-principles/capital-flow-apollo-athene-statutory-schedule-d-blank-column-boundary-2026-09-15.md,blank-column-parser-boundary-confirmed,Blank fields require source-column reconstruction rather than numeric-token imputation,Column geometry row-boundary correction section reconciliation and income/proceeds/liability-cost joins
APO-081,statutory_reconciliation,Do the full located Athene Schedule D issuer-credit and ABS sections reconcile to statutory verification totals?,Athene Schedule D Part 1 Sections 1 and 2 book/adjusted carrying value,"Issuer credit parser 85388493721 USD versus 85388493720 USD reference; ABS parser 73463901478 USD versus 73463901477 USD reference; combined parser 158852395199 USD versus 158852395201 USD reference",FY2025 statutory statement,analysis/company-first-principles/capital-flow-apollo-athene-statutory-schedule-d-reconciliation-upgrade-2026-09-15.md,section-total-reconciliation-confirmed,Full located Schedule D section populations reconcile within one dollar after coupon-decimal NAIC-marker correction,Row-level counterparty borrower cash realized return liability-cost spread regulated capital and Apollo/common-owner allocation
APO-082,row_level_bridge,Do the AMAPS and Concord named routes survive the corrected full-range Schedule D parser?,AMAPS and Concord same-CUSIP holding-to-disposal rows,"AMAPS 02300A-AA-8 holding book 1917500000 USD income 48871440 USD; disposal consideration 268000000 USD interest/dividends 3986842 USD; Concord 20633K-AN-8 holding book 215167585 USD fair value 218928093 USD income 3313275 USD; disposal consideration 229053398 USD disposal book 224990141 USD interest/dividends 4733250 USD",FY2025 statutory statement,analysis/company-first-principles/capital-flow-apollo-athene-same-cusip-corrected-row-confirmation-2026-09-15.md,corrected-same-cusip-row-bridge-confirmed,Named holding and dated disposal/proceeds fields remain joined after section-total reconciliation,Lot continuity settled receipt trustee remittance borrower collateral cash liability-cost spread Athene allocation and Apollo/common-owner cash
APO-083,lot_continuity,Does same-CUSIP equality establish continuity between the Athene holding and disposal/proceeds lots?,AMAPS and Concord same-CUSIP chronology,"AMAPS holding acquired 07/31/2025 versus disposal 10/24/2025; Concord holding acquired 10/29/2025 versus disposal 07/01/2025",FY2025 statutory statement,analysis/company-first-principles/capital-flow-apollo-athene-same-cusip-lot-chronology-boundary-2026-09-15.md,same-cusip-lot-continuity-boundary-confirmed,Same-CUSIP equality is insufficient for settled-lot continuity and the Concord chronology falsifies the shortcut,Lot identifiers custodian settlement receiving account borrower cash Athene allocation liability-cost spread and common-owner cash
APO-084,liability_cost_sensitivity,What is the transparent mechanical liability-cost burden screen for the reconciled AMAPS and Concord denominators?,AMAPS and Concord proportional share of reconciled Athene bond base,"Reconciled bond base 158852395199 USD; H1 2026 cost of funds 5749000000 USD; AMAPS share 1.2071% and mechanical allocation 69395916 USD; Concord share 0.1355% and mechanical allocation 7787093 USD",FY2025 holding / H1 2026 cost-of-funds screen,analysis/company-first-principles/capital-flow-apollo-athene-named-route-liability-cost-sensitivity-2026-09-15.md,mechanical-liability-cost-sensitivity-confirmed,Named-route funding-burden scale is quantified without presenting proportional allocation as observed asset-level cost,Period-matched asset-liability duration crediting-rate funding allocation hedges taxes credit losses capital charges and common-owner cash
APO-085,upstream_distributability,What dated and legally constrained Athene-to-parent dividend path is publicly disclosed?,Athene regular common-stock dividend path,"750M USD annual intended regular common dividend; 187M USD declared April 20 2026 with June 15 payment date; 375M USD common dividends paid in H1 2026; board discretion and statutory/solvency/regulatory constraints remain",Q1/Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-dividend-schedule-upgrade-2026-09-15.md,dated-legal-dividend-path-confirmed,Athene's public filing exposes a dated and legally constrained dividend path toward its parent,AGM receiving account parent cash-flow intercompany elimination ownership attribution unrestricted cash and common-owner residual
APO-086,upstream_attribution,What uncertainty remains when allocating Apollo's parent dividend receipt to Athene?,Apollo–Athene parent-receipt attribution frontier,"Apollo FY2025 parent-company dividend receipt 750M USD; mechanical Athene attribution cases 0%, 25%, 50%, 75%, and 100% produce 0M, 187.5M, 375M, 562.5M, and 750M USD",FY2025 receipt / Q2 2026 dividend path,analysis/company-first-principles/capital-flow-apollo-athene-parent-receipt-attribution-frontier-2026-09-15.md,sensitivity-frontier-confirmed,The unresolved payer and attribution variable is quantified without calculating common-owner residual or treating the frontier as observed cash,Athene-specific transfer date receiving account intercompany elimination ownership regulatory availability senior claims and common-owner residual
APO-087,source_boundary,Does Apollo's Q2 financial supplement expose an Athene-to-AGM receipt or subsidiary-distribution line?,Apollo Q2 financial-supplement parent-receipt search boundary,"Eight worksheets searched for dividend cash subsidiary distribution intercompany and parent terms; supplement exposes preferred dividends dividend-equivalent share claims and consolidated cash including restricted cash but no separately tagged Athene-to-AGM receipt",H1 2026,analysis/company-first-principles/capital-flow-apollo-q2-financial-supplement-parent-receipt-search-boundary-2026-09-15.md,source-search-boundary-confirmed,The supplement narrows the public source route without claiming no transfer occurred,Parent cash-flow note intercompany ledger receiving account Athene attribution and common-owner waterfall
APO-088,parent_flow,Does Athene's latest filing report a dated flow to its direct parent?,Athene Q2 parent-flow line,"Q2 2026: $58M contributions from parent and $32M distributions to parent; H1 2026: $241M contributions from parent and $110M distributions to parent; common-stock dividends separately $187M Q2 and $375M H1",Q2/H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-parent-flow-upgrade-2026-09-15.md,athene-to-parent-flow-observed,Athene's direct-parent identity and dated parent-flow line are source-backed without treating them as AGM unrestricted cash or common-owner residual,AGM receiving account parent-only cash-flow join intercompany elimination unrestricted-cash availability tax senior claims and common-owner residual
APO-089,holdco_route,Does Apollo's latest filing expose the parent liquidity route and intercompany perimeter?,AGM Q2 HoldCo liquidity and intercompany boundary,"AGM identifies distributions/intercompany transfers from AAM and AHL as primary cash sources; consolidated unrestricted cash $25.4B; due from non-guarantor subsidiaries $1.175B; due to non-guarantor subsidiaries $1.617B; H1 intercompany revenue $785M, expense $300M, interest income $17M; Apollo HoldCo & Asset Management summary balance sheet shows $3.412B cash, $3.467B investments, $1.511B performance-fee receivable, $(95M) net clawback payable, $(5.762B) debt, $2.533B net balance-sheet value, and 624M shares; the GAAP Asset Management segment separately presents $3.415B cash, a $3M presentation difference that is not assigned to Athene or common owners",Q2/H1 2026,analysis/company-first-principles/capital-flow-apollo-q2-holdco-liquidity-intercompany-boundary-2026-09-15.md,holdco-route-and-intercompany-boundary-confirmed,"Current AGM route, elimination perimeter, parent-summary balance-sheet context, and the separate GAAP Asset Management cash surface are visible without attributing consolidated or summary balances to Athene or common owners; the $3M presentation difference remains unreconciled",Athene $110M parent-flow join AGM parent-only cash flow receiving account intercompany elimination unrestricted-cash availability taxes senior claims debt maturities and common-owner residual
APO-090,xbrl_boundary,Does Apollo's Q2 inline XBRL expose a parent-company receipt fact?,Apollo Q2 XBRL parent-receipt boundary,"ParentMember contexts are limited to stockholders' equity components; AGM shareholder dividend and distribution-equivalent facts are visible; no ParentCompanyMember or Athene-to-AGM receipt fact",Q2 2026,analysis/company-first-principles/capital-flow-apollo-q2-xbrl-parent-receipt-boundary-2026-09-15.md,q2-xbrl-parent-receipt-boundary-confirmed,Inline XBRL and narrative inspection confirms the current public-source boundary without confusing AGM shareholder outflows with upstream Athene receipts,Parent-only cash-flow note intercompany ledger bank receipt regulatory dividend record payer date amount recipient and common-owner residual
APO-091,intercompany_note,Does Athene disclose a direct financing route to Apollo?,AHL-to-AGM unsecured revolving promissory note,"$500M capacity; $279M AHL receivable from AGM at June 30 2026 versus $227M at December 31 2025; reciprocal AHL payable to AGM is zero",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-intercompany-note-route-upgrade-2026-09-15.md,athene-to-agm-financing-route-confirmed,Direct creditor/borrower direction and period-end balances are source-backed without treating the note as a dividend or common-owner cash,Intra-period draw and repayment dates bank account use of proceeds dividend receipt intercompany elimination and common-owner residual
APO-092,period_matched_spread,Athene segment reporting period-matched to FY2025 statutory route review,Athene Retirement Services annual spread components,"Fixed-income and other net investment income 13021M USD; alternative investment income 1299M USD; strategic capital-management income 131M USD; cost of funds 10083M USD; mechanical pre-tax spread contribution 4368M USD; reported net investment spread 1.61% versus 1.78% in 2024",FY2025,analysis/company-first-principles/capital-flow-apollo-athene-fy2025-period-matched-spread-boundary-2026-09-15.md,period-matched-segment-spread-screen-confirmed,FY2025 Athene segment income and funding-cost components form a period-matched spread screen without the earlier FY2025/H1 2026 mismatch,Asset-level liability-cost allocation duration crediting rates credit losses capital charges taxes statutory-to-segment perimeter join named-route settlement and Apollo common-owner residual
APO-093,buyer_perimeter,Does Athene's post-close filing show a buyer-side commercial-mortgage portfolio consistent with the ARI transaction?,Athene commercial mortgage portfolio and separately disclosed ARI acquisition,"Commercial mortgage loans at fair value 48291M USD at June 30 2026 versus 39071M USD at December 31 2025; mechanical increase 9220M USD; Athene separately reports approximately 8700M USD purchased from ARI including accrued interest on April 24 2026",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-buyer-portfolio-expansion-boundary-2026-09-15.md,buyer-perimeter-expansion-boundary-confirmed,Athene's buyer-side aggregate mortgage balance and ARI purchase are visible in the same filing and improve the post-close transaction perimeter,Loan-level ARI attribution settlement ledger borrower principal and interest receipts collateral proceeds impairments Athene allocation liability cost and Apollo common-owner residual
APO-094,parser_boundary,Does a selected statutory disposal row expose a small gain/loss token that the large-token parser misses?,Eliant Invest Holding LP B CUSIP 28655*-AA-7 Schedule D Part 4 disposal row,"$356.444966M consideration-like sequence; $205.615636M book-value-like field; small parenthetical (18) preserved as a candidate -$18 gain/loss token",FY2025,analysis/company-first-principles/capital-flow-apollo-athene-statutory-small-parenthetical-gain-loss-boundary-2026-09-15.md,small-parenthetical-boundary-confirmed,The selected raw row exposes a small parenthetical candidate and separates it from consideration without promoting realized return,Full page column geometry lot continuity settled receipt borrower cash liability cost Athene allocation and final return
APO-095,upstream_attribution_frontier,What does the dated Athene H1 parent flow imply under explicit AGM receipt-attribution assumptions?,Apollo–Athene Q2 parent-receipt attribution frontier,"Athene H1 2026 distributions to parent $110M; 0%-100% attribution cases produce $0M/$27.5M/$55.0M/$82.5M/$110.0M",H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-parent-receipt-attribution-frontier-2026-09-15.md,attribution-frontier-confirmed,The current-period uncertainty is quantified without treating Athene's legal-entity flow as an AGM bank receipt or common-owner cash,Athene payment date AGM receiving account parent-only cash flow intercompany elimination unrestricted availability senior claims and common-owner residual
APO-096,seller_cash_debt_waterfall,Does the ARI Q2 filing join the related-party sale to seller cash and identified debt use?,ARI Q2 seller-side cash and debt waterfall,"$9.497267B commercial-loan repayment/sale proceeds; $67.578M subordinate/other lending-asset proceeds; $746.250M term-loan repayment; $500.000M notes repayment; $1.239480B ending cash",H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-q2-seller-cash-debt-waterfall-upgrade-2026-09-15.md,seller-cash-and-debt-waterfall-confirmed,ARI's aggregate seller proceeds identified debt uses and post-sale cash balance are source-backed without treating them as Athene borrower collections or Apollo common-owner cash,Athene payment ledger borrower-level collections collateral proceeds receiving account Apollo parent receipt and common-owner residual
APO-097,seller_cash_reconciliation,Does the ARI Q2 filing arithmetically reconcile the seller's cash movement?,ARI Q2 seller cash-flow reconciliation,"$139.825M beginning cash + $46.483M operating cash + $8.899484B investing cash - $7.848008B financing cash + $1.696M FX = $1.239480B ending cash",H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-q2-cash-flow-reconciliation-2026-09-15.md,seller-cash-flow-reconciled,ARI's beginning-to-ending cash movement reconciles within the filing while preserving the $8.6B sale-consideration versus $9.497267B broader proceeds perimeter distinction,Athene payment account loan-level borrower collections collateral proceeds buyer return Apollo parent receipt and common-owner residual
APO-098,related_party_flow,What current-period ACRA/ADIP flows does Athene report?,Athene ACRA/ADIP related-party flow,"Q2 2026: $145M contributions from ADIP and $47M distributions to ADIP; H1 2026: $271M contributions from ADIP and $301M distributions to ADIP",Q2/H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-adip-related-party-flow-upgrade-2026-09-15.md,current-period-athene-adip-flow-visible,Current ACRA/ADIP flow categories and legal route are source-backed without treating distributions as AGM receipt or common-owner cash,Settlement account ultimate funding source borrower cash liability cost Athene-to-AGM receipt intercompany elimination and common-owner residual
APO-099,parent_use_attribution,How much of selected Apollo H1 parent uses could be attributed to Athene under an explicit assumption?,Apollo H1 parent-use coverage frontier,"Athene H1 distributions to parent $110M; Apollo common dividends $654M; common-stock repurchases $729M; preferred dividends $49M; maximum 100% attribution covers 7.68% of listed $1.432B parent uses",H1 2026,analysis/company-first-principles/capital-flow-apollo-athene-parent-use-coverage-frontier-2026-09-15.md,parent-use-coverage-frontier-confirmed,The identified Athene flow is quantitatively bounded against selected parent cash uses without reverse-assigning all parent uses to Athene,Dated AGM receipt source priority parent-only elimination and common-owner residual
APO-100,transaction_cash_boundary,Does the official ARI closing announcement identify the buyer and expected post-debt cash perimeter?,ARI transaction cash-consideration and liquidation boundary,"April 24 2026 closing announcement names Athene as buyer of the approximately $9B commercial mortgage portfolio and states approximately $2.2B of primarily cash assets after financing facilities other indebtedness and transaction expenses",April 24 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-transaction-cash-consideration-boundary-2026-09-15.md,transaction-cash-consideration-boundary-confirmed,Buyer identity and transaction-level cash perimeter are source-backed without treating the announcement as a payment ledger or Apollo receipt,Athene payment account closing settlement borrower collections buyer return Athene-to-AGM receipt and common-owner residual
APO-101,common_owner_frontier,What does the disclosed H1 ANI imply under explicit cash-conversion assumptions against selected parent uses?,Apollo common-owner ANI-to-cash residual frontier,"H1 ANI $2.522B; selected H1 parent uses $1.432B including $654M common dividends $729M common repurchases and $49M preferred dividends; 0%/50%/100% conversion produces ($1.432B)/($171M)/$1.090B mechanical residual",H1 2026,analysis/company-first-principles/capital-flow-apollo-common-owner-ani-residual-frontier-2026-09-15.md,mechanical-earnings-to-use-frontier-confirmed,The frontier quantifies the unresolved earnings-to-cash gap without treating ANI as observed cash or assigning subsidiary flows to AGM,Fee collections Athene receipt regulated capital NCI preferred debt tax compensation acquisition capital retention and actual common-owner residual
APO-102,upstream_attribution_narrowing,Does Athene's stated annual dividend policy match Apollo's FY2025 parent-only dividend receipt?,FY2025 dividend-attribution narrowing boundary,"Apollo parent-only cash dividends from subsidiaries $750M; Athene intended regular common dividend to parent $750M per year; amount match narrows attribution but does not prove payer date account or elimination",FY2025 / policy materials,analysis/company-first-principles/capital-flow-apollo-athene-fy2025-dividend-attribution-narrowing-boundary-2026-09-15.md,policy-consistent-amount-match-confirmed,The matching amount narrows the candidate Athene attribution range while retaining the payer and receipt proof boundary,Athene-specific transfer date receiving account legal-entity payer intercompany elimination unrestricted availability and common-owner residual
APO-103,liquidity_transmission,Does Apollo Q2 disclose policyholder-liquidity rigidity and secured-funding collateral exposure?,Q2 policyholder-liquidity and repo-burden boundary,"36% of net reserve liabilities generally non-surrenderable; 54% subject to surrender penalty; repurchase-agreement payables $3.2B versus $6.0B prior period with collateral $3.4B versus $6.2B",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-policyholder-liquidity-repo-burden-boundary-2026-09-15.md,liquidity-and-secured-funding-boundary-confirmed,Contract rigidity and secured-funding collateral channels are visible without claiming stress-period behavior or parent cash,Observed surrenders haircut headroom margin calls realized sale losses regulated capital parent receipt and common-owner residual
APO-104,company_distribution_route,Does Apollo's Q2 2026 10-Q identify a company-level fund-distribution movement?,Apollo fund distributions to the Company and broader investing cash-flow boundary,"H1 2026 fund distributions to the Company $799M in the performance-allocation rollforward; broader investment-fund and equity-method sales/maturities/repayments/distributions $2.040B in consolidated investing cash flow",H1 2026,analysis/company-first-principles/capital-flow-apollo-q2-fund-distributions-to-company-boundary-2026-09-15.md,company-level-distribution-route-confirmed,A named company-level distribution observation and separate broader cash-flow perimeter are source-backed without assigning payer Athene AGM receipt or common-owner cash,Payer legal entity payment date AGM receiving account Athene attribution relationship between $799M and $2.040B intercompany elimination unrestricted availability and common-owner residual
APO-105,intercompany_note_balance_movement,Does the AHL-to-AGM note disclose a period-end balance movement that can be separated from cash receipt?,AHL-to-AGM note receivable balance movement,"$227M at December 31 2025 to $279M at June 30 2026; mechanical +$52M change within $500M capacity; reciprocal AHL payable to AGM remains $0M",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-intercompany-note-balance-movement-boundary-2026-09-15.md,period-end-note-movement-bounded,AHL creditor and AGM borrower direction plus the period-end movement are source-backed while the $52M is withheld from cash attribution,Draw dates repayments accrued interest intra-period peak bank account use of proceeds AGM receipt Athene dividend attribution and common-owner residual
APO-106,legal_wrapper,What legal wrapper and contingent support sit in the Apollo/Athene Broadcom compute-financing route?,WHCO purchase obligation and Athene limited guarantee,"Apollo-managed WHCO has a purchase obligation for compute infrastructure under a $35B Broadcom/Anthropic capital-solution agreement; committed financing is expected to satisfy WHCO's obligation; Athene provides a limited guarantee if WHCO defaults",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-broadcom-anthropic-whco-guarantee-boundary-2026-09-16.md,wrapper-and-guarantee-boundary-confirmed,The official 10-Q names the fund-level purchaser financing channel and Athene contingent support without treating them as funded Apollo cash or realized return,Lender proceeds draw dates collateral pricing WHCO asset ownership Anthropic payment cash flows guarantee utilization Athene capital impact and Apollo common-owner residual
APO-107,fee_timing,How does the Broadcom financing route convert into Apollo capital-solutions revenue?,Broadcom capital-solutions fee timing,"Management describes a $35B financing drawn over multiple quarters, with associated fee revenue recognized as drawn and weighted toward Q4 2026 and Q1-Q3 2027",Q2 2026 transcript,analysis/company-first-principles/capital-flow-apollo-broadcom-capital-solutions-fee-timing-boundary-2026-09-16.md,management-fee-timing-confirmed,The transcript connects staged origination and drawdown to future fee-recognition timing without treating transaction size as current fee cash,Actual draw dates fee percentage lender proceeds fund/entity allocation fee collection cash receipt WHCO/Athene allocation credit outcome and Apollo common-owner residual
APO-108,ari_buyer_perimeter,Does Athene's Q2 filing join the ARI seller disposal to a buyer-side asset acquisition?,ARI buyer-side acquisition and aggregate commercial-mortgage balance,"Approximately $8.7B purchase completed April 24 2026; Athene commercial-mortgage balance $39.071B at December 31 2025 versus $48.291B at June 30 2026; $9.220B increase",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-buyer-side-acquisition-boundary-2026-09-16.md,buyer-acquisition-perimeter-confirmed,Athene buyer completion and aggregate balance expansion are source-backed without treating the balance increase as ARI loan-level attribution or borrower cash,Loan-level purchase allocation payment account borrower principal and interest collections collateral proceeds liability-cost-adjusted return Athene-to-AGM receipt and Apollo common-owner residual
APO-109,ari_buyer_credit,What buyer-side commercial-mortgage credit boundary does Athene disclose after the ARI acquisition?,Athene commercial-mortgage portfolio and stressed subset,"$48.372B commercial mortgage loans; $1.802B commercial mortgage loans under development; $1.027B unpaid principal 90 days past due and/or non-accrual; $695M fair value for that stressed subset",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-ari-buyer-side-acquisition-boundary-2026-09-16.md,buyer-credit-boundary-confirmed,Athene's buyer-side portfolio size and stressed credit subset are source-backed without attributing either amount to ARI or converting fair-value marks into borrower cash,ARI loan-level identity post-close borrower collections collateral proceeds realized loss recovery liability-cost allocation Athene-to-AGM receipt and Apollo common-owner residual
APO-110,wrapper_exposure,What current-period AMAPS 1 exposure does Athene disclose?,Athene AMAPS 1 investment-grade ABS debt exposure,"$2.544B at June 30 2026 versus $2.550B at December 31 2025; mechanical change -$6M; Q2 exposure is approximately 0.810% of $314.090B net invested assets and 5.782% of the $44.0B look-through related-party investment population",Q2 2026,analysis/company-first-principles/capital-flow-apollo-athene-q2-amaps-current-exposure-boundary-2026-09-16.md,current-wrapper-exposure-confirmed,Athene's current-period named AMAPS 1 exposure and period-over-period comparison are source-backed; denominator ratios are scale orientation only and are not ownership funding borrower cash or return allocation,Underlying collateral obligors borrower receipts trustee remittance settled lot Athene liability-cost allocation Apollo funding and common-owner residual
APO-111,named_asset_servicing,Does public surveillance provide a current servicing signal for the Concord wrapper?,Concord Music Royalties LLC Series 2024-1 and 2025-1/2/3 notes,"KBRA July 2026 surveillance uses the July 2026 quarterly payment date and reports timely interest payments to date",July 2026,analysis/company-first-principles/capital-flow-apollo-athene-concord-named-cash-source-acquisition-pass-1.md,deal-level-servicing-payment-proxy-confirmed,Current deal-level timely-interest evidence is visible for the Concord securitization series without assigning a payment to Athene,No Athene noteholder remittance trustee waterfall principal distribution borrower royalty collections liability-cost allocation or asset-level return
APO-112,instrument_observability,Does an independent official filing identify a Concord music-royalty security?,Concord Music Royalties LLC Tunes 2024 1A A 144A CUSIP 20633KAE8,"SEC N-PORT reports 200,000 units, $197,037.56 reported value, and approximately 0.148% of fund net assets",SEC N-PORT filing accessed 2026-09-16,analysis/company-first-principles/capital-flow-apollo-athene-concord-sec-nport-holder-observation-2026-09-16.md,independent-instrument-observability-confirmed,An official SEC portfolio filing independently identifies a Concord security and supplies a quantity/value cross-check without asserting Athene ownership or cash receipt,Athene ownership settled lot custodian record trustee remittance borrower royalty collections principal repayment liability-cost allocation parent receipt and asset-level return
APO-113,legal_entity_liability_burden,Can statutory liability burden be compared with same-period investment income?,Athene contract and deposit liability interest adjustments,"$12.732699320B net investment income less $5.890696798B interest and adjustments on contract or deposit-type contract funds equals $6.842002522B; 53.7357% of net investment income",FY2025,analysis/company-first-principles/capital-flow-apollo-athene-statutory-liability-interest-burden-bridge-pass-1.md,bounded-liability-burden-screen,The statutory filing exposes a same-entity same-period liability-side burden line and a mechanical residual,This does not prove product-level credited rates normalized spread taxes hedges capital charges owner cash or Apollo residual
