lane,lane_rank,overall_rank,score,company,sector,industry,ticker,matched_signal_categories,hard_number_count,dollar_number_count,source_pointer_count,evidence_snippet,packet_path,analysis_path,proof_numbers_to_extract,lane_question,recommended_next_step,status
acquisition_finance,8,165,81,Packaging Corporation Of America,Consumer Goods,Packaging Containers,PKG,acquisition_finance; capital_intensity_and_capex,36,28,17,"Packaging Corporation of America is the cleanest current extension for the behind-the-shelf consumer infrastructure lane because it adds a second corrugated-and-containerboard throughput peer beside `International Paper`, but it does so from a more concentr...",extracted/consumer-goods/packaging-containers/packaging-corporation-of-america/company-packet.md,,"Transaction value, sponsor, financing commitments, credit agreement, merger proxy, use of proceeds, lender group, prior debt treatment.",Which M&A deals require financing proof before we claim capital is flowing into consolidation?,"Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.",queued-primary-source-pass
acquisition_finance,9,166,81,Silgan Holdings,Consumer Goods,Packaging Containers,SLGN,acquisition_finance; capital_intensity_and_capex,53,53,13,"- Guidance read: Silgan confirmed `2026` free cash flow guidance of about `$450M`, expected capital expenditures of about `$310M`, and guided `Q3 2026` adjusted EPS to `$1.21` to `$1.31`.",extracted/consumer-goods/packaging-containers/silgan-holdings/company-packet.md,,"Transaction value, sponsor, financing commitments, credit agreement, merger proxy, use of proceeds, lender group, prior debt treatment.",Which M&A deals require financing proof before we claim capital is flowing into consolidation?,"Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.",queued-primary-source-pass
acquisition_finance,10,167,81,Phillips 66,Energy,Oil Gas Refining Marketing,PSX,acquisition_finance; capital_intensity_and_capex,55,44,14,"It is about how Midstream, Chemicals, Refining, Marketing and Specialties, and Renewable Fuels sit inside one capital-allocation and infrastructure system.",extracted/energy/oil-gas-refining-marketing/phillips-66/company-packet.md,,"Transaction value, sponsor, financing commitments, credit agreement, merger proxy, use of proceeds, lender group, prior debt treatment.",Which M&A deals require financing proof before we claim capital is flowing into consolidation?,"Pull merger proxy, closing 8-K, credit agreement exhibits, and rating-agency deal reports.",queued-primary-source-pass
asset_backed_and_securitization,1,84,93,Zebra Technologies Corp.,Technology,Computer Peripherals,ZBRA,asset_backed_and_securitization; acquisition_finance; capital_intensity_and_capex,30,30,11,"By reframing the business around `Connected Frontline` and `Asset Visibility and Automation`, Zebra effectively discloses itself as workflow infrastructure rather than as a collection of peripheral devices.",extracted/technology/computer-peripherals/zebra-technologies-corp/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,2,114,87,Target Corp.,Services,Discount Variety Stores,TGT,asset_backed_and_securitization; capital_intensity_and_capex,46,17,15,- Operating posture: non-merchandise sales increased `24.6%`; first-quarter operating income was `$1.1B`; GAAP and adjusted EPS were `$1.71`; and capital expenditures increased `31%` to `$1.0B`.,extracted/services/discount-variety-stores/target-corp/company-packet.md,analysis/company-first-principles/services/discount-variety-stores/target-corp/company-analysis.md,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,3,142,84,Msc Industrial Direct Co. Inc.,Industrial Goods,Industrial Supply,`MSM`,asset_backed_and_securitization; capital_intensity_and_capex,49,25,9,Assigned CLI 8 sub-lane: wholesale and distribution infrastructure,extracted/industrial-goods/industrial-supply/msc-industrial-direct-co-inc/company-packet.md,analysis/company-first-principles/industrial-goods/industrial-supply/msc-industrial-direct-co-inc/company-analysis.md,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,4,153,82,Global Industrial Company,Industrial Goods,Wholesale Other,GIC,asset_backed_and_securitization; capital_intensity_and_capex,55,40,13,Assigned CLI 8 sub-lane: wholesale and distribution infrastructure,extracted/industrial-goods/wholesale-other/global-industrial-company/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,5,154,82,Pool Corp.,Industrial Goods,Wholesale Other,POOL,asset_backed_and_securitization; capital_intensity_and_capex,39,26,13,Assigned CLI 8 sub-lane: wholesale and distribution infrastructure,extracted/industrial-goods/wholesale-other/pool-corp/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,6,156,82,Dollar General Corporation,Services,Discount Variety Stores,DG,asset_backed_and_securitization; capital_intensity_and_capex,51,17,9,"The customer may not want to drive far, buy in bulk, or spend enough to make a warehouse or large grocery trip efficient.",extracted/services/discount-variety-stores/dollar-general-corporation/company-packet.md,analysis/company-first-principles/services/discount-variety-stores/dollar-general-corporation/company-analysis.md,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,7,169,81,Honeywell International Inc.,Industrial Goods,Aerospace Defense Products Services,HON,asset_backed_and_securitization; capital_intensity_and_capex,35,27,11,"Caterpillar is about heavy equipment, power generation, and physical infrastructure throughput.",extracted/industrial-goods/aerospace-defense-products-services/honeywell-international-inc/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,8,185,80,Synchrony Financial,Financial,Credit Services,SYF,asset_backed_and_securitization; capital_intensity_and_capex,46,19,19,"Results: net earnings were `$885M`, diluted EPS were `$2.59`, purchase volume increased `8%` to `$49.8B`, and loan receivables increased `2%` to `$102.2B`.",extracted/financial/credit-services/synchrony-financial/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,9,190,80,Arrow Electronics Inc.,Technology,Electronics Wholesale,`ARW`,asset_backed_and_securitization; capital_intensity_and_capex,74,33,15,Assigned CLI 8 sub-lane: wholesale and distribution infrastructure,extracted/technology/electronics-wholesale/arrow-electronics-inc/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
asset_backed_and_securitization,10,238,75,Henry Schein Inc.,Healthcare,Medical Instruments Supplies,HSIC,asset_backed_and_securitization; capital_intensity_and_capex,35,19,7,- Structural themes: Q1 shows that the company’s moat is not only in the warehouse.,extracted/healthcare/medical-instruments-supplies/henry-schein-inc/company-packet.md,,"Collateral pool, warehouse/securitization size, advance rate, lender or noteholder structure, retained interests, credit losses.","Where are receivables, leases, collateral pools, or SPVs converting operations into financeable assets?","Extract collateral, advance rate, warehouse lenders, securitization size, and retained-interest economics.",queued-primary-source-pass
capital_intensity_and_capex,1,17,105,Jacobs Solutions Inc.,Industrial Goods,Engineering Construction,,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance; government_and_public_funding,34,34,6,"It sits between consulting and construction: not a commodity contractor, but not an application-software platform either.",extracted/industrial-goods/engineering-construction/jacobs-solutions-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,2,27,101,Steel Dynamics Inc.,Basic Materials,Steel Iron,STLD,capital_intensity_and_capex; power_grid_and_project_finance; asset_backed_and_securitization,61,57,14,"`Commercial Metals` is the rebar, fabrication, recycling, and construction-project system.",extracted/basic-materials/steel-iron/steel-dynamics-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,3,29,101,Eaton Corporation,Industrial Goods,Industrial Electrical Equipment,ETN,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance,28,17,11,"Eaton gives the industrial set a direct read on electrification infrastructure, power quality, power distribution, data-center buildout, and aerospace demand.",extracted/industrial-goods/industrial-electrical-equipment/eaton-corporation/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,4,34,100,Energy Transfer Lp,Energy,Oil Gas Pipelines,ET,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance,70,53,20,"The system now includes approximately `140,000` miles of pipeline and associated infrastructure across `44` states, with earnings exposure spanning natural gas midstream, intrastate and interstate transportation and storage, crude and refined-product logist...",extracted/energy/oil-gas-pipelines/energy-transfer-lp/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,5,36,100,Sterling Infrastructure Inc.,Industrial Goods,Heavy Construction,`STRL`,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance,46,37,14,"# Sterling Infrastructure, Inc.",extracted/industrial-goods/heavy-construction/sterling-infrastructure-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,6,38,100,Teledyne Technologies Inc.,Technology,Scientific Technical Instruments,TDY,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance,40,27,13,- That makes it one of the best comparison names for showing that the infrastructure stack behind AI and advanced electronics is not only compute and communications.,extracted/technology/scientific-technical-instruments/teledyne-technologies-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,7,52,97,Aecom,Industrial Goods,Engineering Construction,`ACM`,capital_intensity_and_capex; power_grid_and_project_finance; government_and_public_funding,58,39,14,Industry: Engineering Construction,extracted/industrial-goods/engineering-construction/aecom/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,8,58,96,Knife River Corporation,Basic Materials,General Building Materials,`KNF`,capital_intensity_and_capex; asset_backed_and_securitization; acquisition_finance,33,25,12,"Knife River is the best follow-on to Vulcan in this archive because it adds a second heavy-materials and infrastructure-buildout read, but with a more explicit mix of aggregates, downstream materials, and contracting pull-through.",extracted/basic-materials/general-building-materials/knife-river-corporation/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,9,59,96,Nucor Corporation,Basic Materials,Steel Iron,NUE,capital_intensity_and_capex; power_grid_and_project_finance; government_and_public_funding,32,30,11,"- The annual evidence suggests that Nucor is trying to become less cyclical at the margin, not by escaping steel, but by moving further into value-added products, fabricated systems, contract business, and end markets with stronger structural demand such as...",extracted/basic-materials/steel-iron/nucor-corporation/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,10,75,94,Kbr Inc.,Industrial Goods,Engineering Construction,KBR,capital_intensity_and_capex; acquisition_finance; government_and_public_funding,55,54,20,Industry: Engineering & Construction,extracted/industrial-goods/engineering-construction/kbr-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,11,87,92,Verizon Communications Inc.,Services,Telecom Services Domestic,`VZ`,capital_intensity_and_capex; acquisition_finance; government_and_public_funding,26,19,18,Verizon ended `2025` with `$131.1B` of total unsecured debt and `$110.1B` of net unsecured debt while still spending `$17.0B` on capital expenditures.,extracted/services/telecom-services-domestic/verizon-communications-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,12,93,90,Reliance Steel Aluminum Co.,Basic Materials,Steel Iron,RS,capital_intensity_and_capex; power_grid_and_project_finance,54,37,15,"It also includes the infrastructure that moves, cuts, processes, and supplies metal into end markets.",extracted/basic-materials/steel-iron/reliance-steel-aluminum-co/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,13,98,90,United Rentals Inc.,Industrial Goods,Rental Leasing Services,URI,capital_intensity_and_capex; acquisition_finance,50,41,12,"United Rentals is the right rental-and-leasing flagship for this batch because it captures the access model behind physical infrastructure growth: customers do not need to own everything if they can rent scale, specialty capability, logistics, and service f...",extracted/industrial-goods/rental-leasing-services/united-rentals-inc/company-packet.md,analysis/company-first-principles/industrial-goods/rental-leasing-services/united-rentals-inc/company-analysis.md,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,14,105,88,Cheniere Energy Inc.,Energy,Oil Gas Pipelines,LNG,capital_intensity_and_capex; power_grid_and_project_finance,55,55,20,Cheniere adds a distinct energy-infrastructure packet because it sits at the LNG conversion and export chokepoint rather than at the wellhead or the refinery gate.,extracted/energy/oil-gas-pipelines/cheniere-energy-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
capital_intensity_and_capex,15,110,88,One Gas Inc.,Utilities,Gas Utilities,,capital_intensity_and_capex; power_grid_and_project_finance; acquisition_finance,25,21,0,"That matters because this frontier is supposed to show how physical infrastructure still shapes the wider system, and gas distribution remains one of the clearest examples of a capital-intensive, regulated network whose economics depend on reliability, cust...",extracted/utilities/gas-utilities/one-gas-inc/company-packet.md,,"Capex/backlog, funding mix, operating cash flow, debt issuance, equity issuance, project returns, capacity additions.","Where is the real economy consuming the most capital, and how is that build funded?","Extract capex/backlog numbers and identify whether funding comes from operating cash flow, debt, equity, project finance, or grants.",queued-primary-source-pass
