parser_row_id,schedule,page,source_y,cusip_or_identifier,name_or_description_near_row,actual_cost,fair_value,book_adjusted_carrying_value,unrealized_valuation_change,current_year_depreciation_or_amortization,current_year_other_than_temporary_impairment,capitalized_deferred_interest_and_other,total_foreign_exchange_change,investment_income,commitment_for_additional_investment,percentage_of_ownership,current_status,boundary
CFAASBACP-0089,Schedule BA Part 1,5815,265.1,,"Cayman Universe Holdings, LLC Eliant Invest Holding, L.P.",,,"166,924,150","2,390,251",,,,,,"18,404,285",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0090,Schedule BA Part 1,5815,273.2,,"Eliant Invest Holding, L.P. Freedom Parent, LP",,,"736,690,112","180,243,708",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0091,Schedule BA Part 1,5815,281.2,,"Freedom Parent, LP MidCap FinCo LLC",,,"587,598,068","73,151,670",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0092,Schedule BA Part 1,5815,289.2,,"MidCap FinCo LLC Motive Capital Fund II-A, LP",,,"43,861,239","10,531,048",,,,,,"13,498,255",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0093,Schedule BA Part 1,5815,297.3,,"Motive Capital Fund II-A, LP Motive Capital Fund II-B, LP","9,373,287","15,392,469","15,392,469","2,121,971",,,,,"1,254,975","3,326,435",1.327,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0094,Schedule BA Part 1,5815,305.3,,"Motive Capital Fund II-B, LP Motive Early Stage, LP",,,"25,384,787","68,092",,,,,,"8,466,030",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0095,Schedule BA Part 1,5815,322.4,,"AG Essential Housing Fund II, L.P.",,,"11,258,105","3,274,741",,,,,,"56,710,415",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0096,Schedule BA Part 1,5815,330.4,,"AG Essential Housing Fund II, L.P. Bishop Senior Living Coinvest L.P.",,,"1,475,651","(6,074,754)",,,,,,"859,833",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0097,Schedule BA Part 1,5815,338.4,,"Bishop Senior Living Coinvest L.P. Carlyle Europe Realty Feeder Fund, S.C.SP.",,,"16,464,147","(161,313)",,,,,,"2,598,704",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0098,Schedule BA Part 1,5815,346.5,,"Carlyle Europe Realty Feeder Fund, S.C.SP. C-III Recovery Fund II L.P.",,,"4,399,190","(957,244)",,,,,,"2,825,269",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0099,Schedule BA Part 1,5815,354.5,,C-III Recovery Fund II L.P. C-III Recovery Fund III L.P.,,,"22,998,981","(4,484,335)",,,,,,"902,262",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0100,Schedule BA Part 1,5815,362.6,,C-III Recovery Fund III L.P. ESO Capital Real Assets Fund I S.C.Sp,,,"15,956,921","357,602",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0101,Schedule BA Part 1,5815,370.6,,"ESO Capital Real Assets Fund I S.C.Sp Griffis Premium Apartment Fund IV, L.P.",,,"36,000,434","1,922,756",,,,,,"675,794",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0102,Schedule BA Part 1,5815,378.6,,"Griffis Premium Apartment Fund IV, L.P. Island NYC Recovery Fund I L.P.",,,"8,284,930","170,603",,,,,,"4,452,800",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0103,Schedule BA Part 1,5815,386.7,,"Island NYC Recovery Fund I L.P. Island Recovery Fund IV, LP",,,"16,939,186","1,537,144",,,,,,"8,831,118",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0104,Schedule BA Part 1,5815,394.7,,"Island Recovery Fund IV, LP Pretium Olympus JV, LP",,,"122,511,945","(8,041,778)",,,,,,"3,132,774",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0105,Schedule BA Part 1,5815,409.6,,"Pretium Residential Real Estate Fund II, L.P.",,,"13,773,797","(662,178)",,,,,,"5,820,368",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0106,Schedule BA Part 1,5815,417.6,,Rockbridge Hospitality Fund VII L.P.,,,"12,218,139","880,014",,,,,,"2,104,283",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0107,Schedule BA Part 1,5815,425.7,,"Rockbridge Hospitality Fund VII L.P. SFR Delos Partners, L.P.",,,"150,712,995","(11,018,350)",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0108,Schedule BA Part 1,5815,442.7,,Times Square,"130,214,613","106,059,758","106,059,758","(24,154,855)",,,,,,,50.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0109,Schedule BA Part 1,5815,450.8,,Times Square Times Square,"130,214,613","106,059,758","106,059,758","(24,154,855)",,,,,,,70.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0110,Schedule BA Part 1,5815,458.8,,Times Square Times Square Equity,"98,881,176","99,132,431","99,132,431",,,,,,"9,829,761","90,867,569",70.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0111,Schedule BA Part 1,5815,466.8,,Times Square Equity A-A Euro Investment Fund (Lux) SCSP,,,"1,646,363","(8,998,633)",,,,,,"97,025",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0112,Schedule BA Part 1,5815,474.9,,"A-A Euro Investment Fund (Lux) SCSP A-A SPN-12 (ROYCE AAA), L.P.",,,"38,708,378","5,070,459",,,,,,"13,532,194",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0113,Schedule BA Part 1,5815,482.9,,"A-A SPN-12 (ROYCE AAA), L.P. A-A SPN-5 (USREIII AAA), L.P.",,,"66,653,905","(4,792,371)",,,,,,"37,431,921",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0114,Schedule BA Part 1,5815,491.0,,"A-A SPN-5 (USREIII AAA), L.P. AAIA RML, LLC","68,285,505","68,285,505","68,285,505",,,,,,,,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0115,Schedule BA Part 1,5815,499.0,,"AAIA RML, LLC Apollo West Putnam Investor, L.P.",,,"30,964,031","(306,388)",,,,,,"704,030",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0116,Schedule BA Part 1,5815,512.7,,Apollo Asia Hurstville Co-Investment Fund L.P.,"11,220,135","8,897,836","8,897,836","(1,978,408)",,,,,"1,145,185",,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0117,Schedule BA Part 1,5815,526.4,,Apollo Asia Perth Co-Investment Fund L.P.,"8,267,355","5,923,147","5,923,147","(2,641,556)",,,,,,,100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0118,Schedule BA Part 1,5815,534.4,,"Apollo Asia Perth Co-Investment Fund L.P. Apollo Asia Real Estate AAC Fund, L.P.",,,"14,761,294","(2,568,476)",,,,,,"10,932,247",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0119,Schedule BA Part 1,5815,542.4,,"Apollo Asia Real Estate AAC Fund, L.P. Apollo Asia Real Estate Fund, L.P.","33,724,049","27,934,046","27,934,046","(6,321,382)",,,,,"985,983","2,476,136",22.659,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0120,Schedule BA Part 1,5816,168.6,,Apollo Realty Income Solutions,,,"64,083,192","3,682,624",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0121,Schedule BA Part 1,5816,176.7,,Apollo Realty Income Solutions Apollo U.S. Real Estate Fund II L.P.,,,"32,715,838","(1,758,782)",,,,,,"6,597,248",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0122,Schedule BA Part 1,5816,190.4,,Apollo USREF II (Williams Square Coinvest) L.P.,,,"2,993,224","(2,772,066)",,,,,,"844,651",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0123,Schedule BA Part 1,5816,198.4,,"L.P. NNN Investor 1,L.P.","5,357,270","6,918,543","6,918,543","82,892",,,,,"567,794",,4.170,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0124,Schedule BA Part 1,5816,206.4,,"NNN Investor 1,L.P. NNN Investor (Auto), L.P.","1,314,250","1,695,473","1,695,473","58,081",,,,,"112,773",,1.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0125,Schedule BA Part 1,5816,214.5,,"NNN Investor (Auto), L.P. NNN Opportunities Fund, L.P.","2,051,099","3,961,894","3,961,894","754,839",,,,,"(629,115)",,2.080,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0126,Schedule BA Part 1,5816,229.4,,Silver Mass JV LLC,"24,487,882","25,277,456","25,277,456","789,573",,,,,"(2,375,594)",,54.400,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0127,Schedule BA Part 1,5816,252.0,,Italian AIF,"321,405,174","422,760,170","422,760,170","32,305,514",,,,"36,844,133",,"171,543,773",100.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0128,Schedule BA Part 1,5816,269.1,,Advance Purchaser LLC,,,"5,414,262","344,122",,,,,,"32,198,693",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0129,Schedule BA Part 1,5816,277.1,,Advance Purchaser LLC AES RC,,,"2,516,578","73,651",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0130,Schedule BA Part 1,5816,285.2,,AES RC Andean Social Infrastructure Fund I LP,,,"29,614,554","4,834,848",,,,,,"1,208,726",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0131,Schedule BA Part 1,5816,293.2,,Andean Social Infrastructure Fund I LP Blue Owl Digital Infrastructure Fund II LP,,,"18,714,202","(940,981)",,,,,,"1,891,195",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0132,Schedule BA Part 1,5816,308.1,,C-III High Yield Real Estate Debt Fund IV L.P.,,,"2,772,049","(447,729)",,,,,,"154,944",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0133,Schedule BA Part 1,5816,321.8,,"Guggenheim Private Debt Fund Note Issuer 2.0, LLC",,,"534,211","(210,113)",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0134,Schedule BA Part 1,5816,329.8,,"LLC HPS Mezzanine Partners III, L.P.",,,"5,964,957","654,428",,,,,,"1,461,502",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0135,Schedule BA Part 1,5816,337.8,,"HPS Mezzanine Partners III, L.P. Insight Partners Opportunities Fund I",,,"5,662,565","(163,525)",,,,,,"1,685,653",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0136,Schedule BA Part 1,5816,351.5,,"International Infrastructure Finance Company II, L.P.",,,"10,230,863","1,882,767",,,,,,"153,917",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0137,Schedule BA Part 1,5816,359.6,,"II, L.P. JCR Income Plus Fund IV, L.P.",,,"1,633,040","156,768",,,,,,"335,194",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0138,Schedule BA Part 1,5816,367.6,,"JCR Income Plus Fund IV, L.P. Matter Real Assets Fund II",,,"37,506,441","4,584,175",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0139,Schedule BA Part 1,5816,375.6,,"Matter Real Assets Fund II Oxenwood Logistics Fund I, SLP",,,"10,960,432","(3,299,727)",,,,,,"9,405,788",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0140,Schedule BA Part 1,5816,392.7,,"A-A Asia Private Credit Fund (Feeder), L.P.",,,"325,686","(124,331)",,,,,,"1,618,322",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0141,Schedule BA Part 1,5816,400.7,,"A-A Asia Private Credit Fund (Feeder), L.P. A-A SPN-10 (AROY AAA), L.P.",,,"55,027,370","4,330,927",,,,,,"4,283,568",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0142,Schedule BA Part 1,5816,408.8,,"A-A SPN-10 (AROY AAA), L.P. A-A SPN-13 (ULYSSES AAA), L.P.",,,"7,260,739","1,427,450",,,,,,"146,334",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0143,Schedule BA Part 1,5816,416.8,,"A-A SPN-13 (ULYSSES AAA), L.P. A-A SPN-14 (GIBRALTAR AAA), L.P.",,,"11,163,210","1,339,877",,,,,,"127,582",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0144,Schedule BA Part 1,5816,424.8,,"A-A SPN-14 (GIBRALTAR AAA), L.P. A-A SPN-16 (Accord Plus AAA), L.P.",,,"3,800,008","8,875,490",,,,,,"135,158,885",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0145,Schedule BA Part 1,5816,432.9,,"A-A SPN-16 (Accord Plus AAA), L.P. A-A SPN-17 (EPF IV AAA), L.P.",,,"34,040,613","2,258,898",,,,,,"67,902,532",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0146,Schedule BA Part 1,5816,440.9,,"A-A SPN-17 (EPF IV AAA), L.P. AAA Centaur (Z), L.P.",,,"708,267,666","69,412,531",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0147,Schedule BA Part 1,5816,454.6,,"AAA MULTI-ASSET CREDIT STRATEGIES FUND (Y), L.P.",,,"638,125,489","37,947,296",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0148,Schedule BA Part 1,5816,462.6,,L.P. AAADLY SPV-SMA-AAASFSMY,,,"52,524,928","479,317",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0149,Schedule BA Part 1,5816,470.7,,AAADLY SPV-SMA-AAASFSMY AAADLZ SPV-SMA-AAASFSMZ,,,"1,947,163","41,415",,,,,,,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0150,Schedule BA Part 1,5816,478.7,,"AAADLZ SPV-SMA-AAASFSMZ AP Bowery Co-Invest, L.P.",,,"18,012,428","9,194,591",,,,,,"18,138,239",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0151,Schedule BA Part 1,5816,486.8,,"AP Bowery Co-Invest, L.P. Apollo Clean Transition Capital",,,"233,256,592","18,446,445",,,,,,"276,997,338",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0152,Schedule BA Part 1,5816,494.8,,"Apollo Clean Transition Capital Apollo Credit Secondaries Fund I (A), L.P.",,,"35,249,040","2,035,582",,,,,,"20,974,684",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0153,Schedule BA Part 1,5816,502.8,,"Apollo Credit Secondaries Fund I (A), L.P. Apollo Credit Secondaries Fund I (A), L.P.","1,372,694","2,272,199","2,272,199","16,675",,,,,"33,985","950,115",0.956,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0154,Schedule BA Part 1,5816,516.5,,"Apollo European Principal Finance Fund (Feeder), L.P.",,,"35,651","(8,276)",,,,,,"928,589",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0155,Schedule BA Part 1,5816,530.2,,"Apollo European Principal Finance Fund II (Dollar A), L.P.",,,"158,517","(73,484)",,,,,,"4,064,451",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0156,Schedule BA Part 1,5817,174.3,,"Apollo European Principal Finance Fund III (Dollar B), L.P.",,,"4,094,541","(1,491,219)",,,,,,"4,661,418",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0157,Schedule BA Part 1,5817,188.0,,"Apollo European Principal Finance Fund III (Dollar B), L.P.","11,676,816","5,917,420","5,917,420","(1,647,798)",,,,,"316,627","4,735,938",1.590,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0158,Schedule BA Part 1,5817,196.0,,"(Dollar B), L.P. Apollo Gretel Investor L.P",,,"110,892,331","13,723,441",,,,,,"518,109",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0159,Schedule BA Part 1,5817,204.0,,"Apollo Gretel Investor L.P Financial Credit Investment III, LP",,,"47,525,281","(783,277)",,,,,,"101,369,164",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0160,Schedule BA Part 1,5817,212.1,,"Financial Credit Investment III, LP WHCO INVESTMENTS (DE) PARENT LP",,,"116,111,551","7,038,640",,,,,,"447,818,937",0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0161,Schedule BA Part 1,5817,234.9,16649@-AA-9,Chesterfield Reinsurance Co Subordinated,"127,500,000","130,050,000","127,500,000",,,,,,"2,238,833",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0162,Schedule BA Part 1,5817,248.6,256141-AB-8,Doctors Co An Interinsurance E Subordinated,"61,904,641","57,815,176","62,222,199",,"223,308",,,,"776,250",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0163,Schedule BA Part 1,5817,262.2,29226R-AA-5,Employers Mutual Casualty Co SUB,"9,389,013","9,422,352","9,401,252",,"(53,973)",,,,"163,875",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0164,Schedule BA Part 1,5817,275.9,30958P-AA-1,Farmers Exchange Capital II Subordinated,"12,082,992","10,963,230","11,683,459",,"(228,917)",,,,"686,083",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0165,Schedule BA Part 1,5817,289.6,30958Q-AA-9,Farmers Exchange Capital III Subordinated,"3,720,800","3,604,746","3,696,885",,"(24,321)",,,,"142,940",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0166,Schedule BA Part 1,5817,303.3,309601-AE-2,Farmers Insurance Exchange Subordinated,"4,000,000","3,398,578","4,000,000",,,,,,"141,883",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0167,Schedule BA Part 1,5817,317.0,401378-AC-8,Guardian Life Insurance Co of Subordinated,"12,018,830","9,862,337","12,017,929",,"(18,717)",,,,"144,961",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0168,Schedule BA Part 1,5817,330.6,401378-AB-0,Guardian Life Insurance Co of Subordinated,"9,939,699","8,474,927","9,937,749",,"(16,737)",,,,"396,825",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0169,Schedule BA Part 1,5817,344.3,401378-AA-2,Guardian Life Insurance Co of Subordinated,"4,170,245","3,471,949","3,852,349",,"(34,185)",,,,"192,180",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0170,Schedule BA Part 1,5817,358.0,575767-AR-9,Massachusetts Mutual Life Insu Subordinated,"3,615,990","2,693,896","3,632,231",,"8,064",,,,"144,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0171,Schedule BA Part 1,5817,371.7,575767-AN-8,Massachusetts Mutual Life Insu Subordinated,"3,799,801","2,483,539","3,801,171",,"(2,985)",,,,"54,692",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0172,Schedule BA Part 1,5817,385.4,575767-AK-4,Massachusetts Mutual Life Insu Subordinated,"1,412,644","1,332,956","1,415,857",,"(3,912)",,,,"78,930",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0173,Schedule BA Part 1,5817,399.0,575767-AL-2,Massachusetts Mutual Life Insu Subordinated,"22,144,001","16,510,028","22,103,118",,"(20,182)",,,,"475,981",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0174,Schedule BA Part 1,5817,412.7,575767-AM-0,Massachusetts Mutual Life Insu SUBORDINATED,"18,000,000","16,013,221","18,000,000",,,,,,"425,057",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0175,Schedule BA Part 1,5817,426.4,575767-AT-5,Massachusetts Mutual Life Insu Subordinated,"18,103,289","17,646,969","18,105,598",,"(1,615)",,,,"309,861",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0176,Schedule BA Part 1,5817,440.1,628312-AA-8,Mutual of Omaha Insurance Co Subordinated,"3,750,600","3,321,410","3,523,849",,"(60,003)",,,,"680,000",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0177,Schedule BA Part 1,5817,453.8,636792-AB-9,National Life Insurance Co Subordinated,"30,872,440","25,761,000","30,877,455",,"(60,707)",,,,"285,104",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
CFAASBACP-0178,Schedule BA Part 1,5817,467.4,64952G-AQ-1,New York Life Insurance Co SUB,"5,361,012","4,207,709","5,363,012",,"(15,657)",,,,"240,300",,0.000,coordinate-column-parser-row-visible,Schedule BA Part 1 coordinate extraction; source blanks preserved; row-level accounting still requires control and population reconciliation
