inspection_row_id,rank,cusip,identifier_quality,match_status,issuer_or_description_sample,disposal_consideration_usd,year_end_book_value_usd,disposal_book_value_at_disposal_usd,disposal_realized_gain_loss_usd,disposal_interest_or_dividends_received_usd,first_disposal_date,last_disposal_date,top_purchaser_or_disposition_type,economic_disposition_class,router_or_counterparty_signal,candidate_tier,proof_upgrade_test,disproof_or_hold_test,safe_interpretation,boundary,next_action
CFAASCBCHI-036,36,04020E-AC-1,standard-cusip-like,disposal-only-cusip-visible,Ares Strategic Income Fund Senior Unsecured 5.600% 02/15/30,185333464.000000,0.000000,27083059.000000,0.000000,6123336.000000,02/26/2025,05/28/2025,Tax Free Exchange,tax-free-exchange-hold,Ares,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-037,37,912810-TW-8,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo US TREASURY N/B,182213263.000000,46153712.000000,188628363.000000,0.000000,7121169.000000,09/18/2025,09/18/2025,ACRA RE 2A Surplus AAM,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-038,38,829932-AA-0,standard-cusip-like,disposal-only-cusip-visible,Sixth Street Lending Partners Senior Unsecured 6.500% 03/11/29,182033720.000000,0.000000,7525.000000,0.000000,4288375.000000,01/21/2025,01/21/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-039,39,03765#-AA-3,statutory-private-or-marker-cusip,disposal-only-cusip-visible,Apollo Total Return Fund - Inv A 4.827% 02/01/77,180064552.000000,0.000000,0.000000,0.000000,2264978.000000,01/01/2025,01/01/2025,Security Withdraw,security-withdrawal-hold,Apollo,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if row is withdrawal or transfer without sale/repayment cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-040,40,91282C-MG-3,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo US TREASURY N/B,179059922.000000,115509490.000000,173209910.000000,0.000000,238446.000000,02/20/2025,02/20/2025,Various 09/05/2025 Citigroup,market-sale-or-counterparty-cash-candidate,Citigroup,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-041,41,09581C-AD-3,standard-cusip-like,holding-and-disposal-same-cusip-visible,Blue Owl Credit Income Corp Senior Unsecured,179048465.000000,100659611.000000,175222465.000000,0.000000,1500418.000000,05/02/2025,12/17/2025,Various,market-sale-or-counterparty-cash-candidate,Blue Owl,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-042,42,L1304@-AA-4,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,BRIDGEPOINT EUROPE VI FINANCE Bridgepoint NAV Euro,172986261.000000,178070657.000000,3095711744.000000,0.000000,22232641.000000,06/19/2025,12/31/2025,PRIVATE 08/29/2025 Tax Free Exchange,tax-free-exchange-hold,no-major-router-label-detected,tier-2-same-cusip-noncash-or-transfer-hold,prove whether exchange generated cash or only replacement security; inspect lot rows and statutory Part 5 treatment,hold if consideration represents exchange accounting rather than spendable cash,"same-CUSIP bridge exists, but disposition label may represent exchange, withdrawal, or transfer rather than realized cash","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-043,43,91282C-GB-1,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo US TREASURY N/B,167255859.000000,34611987.000000,163302465.000000,0.000000,1157683.000000,03/26/2025,03/26/2025,Various 09/05/2025 Citigroup,market-sale-or-counterparty-cash-candidate,Citigroup,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-044,44,91282C-MA-6,standard-cusip-like,disposal-only-cusip-visible,United States Treasury Note/Bo US TREASURY N/B 4.125% 11/30/29,158039453.000000,0.000000,155841754.000000,0.000000,1666432.000000,03/05/2025,03/05/2025,Deutsche Bank Securities Inc 09/04/2025 Citigroup,market-sale-or-counterparty-cash-candidate,Citigroup,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-045,45,69121K-AH-7,standard-cusip-like,disposal-only-cusip-visible,Blue Owl Capital Corp Senior Unsecured 5.950% 03/15/29,153421263.000000,0.000000,151191976.000000,0.000000,7403023.000000,11/20/2025,11/20/2025,Various,market-sale-or-counterparty-cash-candidate,Blue Owl,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-046,46,Q0286*-AB-3,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,Turbin Finance Trust 2025-1 Turbin Finance Trust 2025-1,152812910.000000,104002207.000000,152812910.000000,0.000000,1217458.000000,06/02/2025,12/12/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"reconcile paydown consideration to principal reduction, remaining year-end book value, and interest received","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-047,47,03770D-AA-1,standard-cusip-like,disposal-only-cusip-visible,Apollo Debt Solutions Bdc Senior Unsecured 6.900% 04/13/29,152511480.000000,0.000000,-54741.000000,0.000000,4083478.000000,03/04/2025,03/04/2025,Tax Free Exchange,tax-free-exchange-hold,Apollo,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-048,48,09261H-BV-8,standard-cusip-like,disposal-only-cusip-visible,Blackstone Private Credit Fund Senior Unsecured 6.000% 11/22/34,151316924.000000,0.000000,101554183.000000,0.000000,3727653.000000,04/29/2025,05/20/2025,Tax Free Exchange,tax-free-exchange-hold,Blackstone,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-049,49,65960N-AA-8,standard-cusip-like,disposal-only-cusip-visible,North Haven Private Income Fun Senior Unsecured 5.750% 02/01/30,146619097.000000,0.000000,20009060.000000,0.000000,3797260.000000,03/10/2025,04/02/2025,Tax Free Exchange,tax-free-exchange-hold,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-050,50,92943J-AB-1,standard-cusip-like,holding-and-disposal-same-cusip-visible,WPGG US HoldCo SPV LP Warburg Pincus Global Growth 9,141674807.000000,130329270.000000,0.000000,0.000000,8430789.000000,12/31/2025,12/31/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"reconcile paydown consideration to principal reduction, remaining year-end book value, and interest received","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-051,51,G2950*-AA-7,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,AA INFRASTRUCTURE DEBT AID,137482317.000000,206118494.000000,163868.000000,0.000000,3969624.000000,11/01/2025,11/01/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"reconcile paydown consideration to principal reduction, remaining year-end book value, and interest received","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-052,52,91282C-EV-9,standard-cusip-like,disposal-only-cusip-visible,United States Treasury Note/Bo US TREASURY N/B 3.250% 06/30/29,137477744.000000,0.000000,135678909.000000,0.000000,875058.000000,03/10/2025,03/10/2025,Goldman Sachs 09/04/2025 Citigroup,market-sale-or-counterparty-cash-candidate,Goldman Sachs; Citigroup,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-053,53,21868*-AA-5,statutory-private-or-marker-cusip,disposal-only-cusip-visible,Core Income Funding I LLC TL 5.819% 09/16/31,130000000.000000,0.000000,0.000000,0.000000,5759967.000000,05/15/2025,05/15/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-054,54,00273*-AA-8,statutory-private-or-marker-cusip,holding-and-disposal-same-cusip-visible,"AP Middlebury Holdings, LLC Senior Secured",128923062.000000,199539685.000000,128400000.000000,0.000000,1101501.000000,05/29/2025,10/03/2025,AARe - Sony Life [Block] Trust,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-055,55,74983M-AF-4,standard-cusip-like,holding-and-disposal-same-cusip-visible,RTX Corp RTX TL A UNSEC USD,127875000.000000,104451716.000000,443501.000000,0.000000,7529918.000000,12/17/2025,12/17/2025,Redemption 100,redemption-or-call-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"reconcile call/redemption price, book-at-disposal, gain/loss, and interest through disposal date","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-056,56,829932-AE-2,standard-cusip-like,disposal-only-cusip-visible,Sixth Street Lending Partners Senior Unsecured 6.125% 07/15/30,127733883.000000,0.000000,126795044.000000,0.000000,902896.000000,04/09/2025,09/24/2025,Various 12/24/2025 Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-057,57,03665J-AL-2,standard-cusip-like,disposal-only-cusip-visible,Antares CLO 2017-1 Ltd ANTR 2017-1A CR 6.846% 04/20/33,127500000.000000,0.000000,-682130.000000,0.000000,2308440.000000,01/15/2025,01/15/2025,Paydown,principal-paydown-cash-candidate,Ares,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-058,58,55285H-AA-0,standard-cusip-like,holding-and-disposal-same-cusip-visible,MF1 2022-B1 LLC MF1 2022-B1 A,127067788.000000,879633424.000000,127826079.000000,0.000000,6886057.000000,10/20/2025,10/20/2025,ACRA RE II Surplus AAM,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-059,59,40440V-AB-1,standard-cusip-like,disposal-only-cusip-visible,HPS Corporate Lending Fund Senior Unsecured 6.250% 09/30/29,126651386.000000,0.000000,51879.000000,0.000000,5355556.000000,02/19/2025,02/19/2025,Tax Free Exchange,tax-free-exchange-hold,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-060,60,00233*-AA-7,statutory-private-or-marker-cusip,disposal-only-cusip-visible,AP MAIA HOLDINGS I LLC A 5.500% 07/28/47,124916733.000000,0.000000,124864382.000000,0.000000,7948475.000000,01/01/2025,07/28/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-061,61,464288-51-3,standard-cusip-like,disposal-only-cusip-visible,iShares iBoxx $ High Yield Cor ISHARES IBOXX HIGH YLD CORP,124233264.000000,0.000000,4812986.000000,0.000000,595341.000000,01/01/2025,04/09/2025,Paydown 0 000 (,principal-paydown-cash-candidate,Ares,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-062,62,38179R-AA-3,standard-cusip-like,disposal-only-cusip-visible,Golub Capital Private Credit F Senior Unsecured 5.800% 09/12/29,123707456.000000,0.000000,49150999.000000,0.000000,3956856.000000,04/11/2025,06/12/2025,Tax Free Exchange,tax-free-exchange-hold,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-063,63,912810-QL-5,standard-cusip-like,holding-and-disposal-same-cusip-visible,United States Treasury Note/Bo TREASURY BOND,122742019.000000,112479493.000000,117524292.000000,0.000000,947848.000000,08/21/2025,08/21/2025,Citigroup 09/18/2025 ACRA RE 2A Surplus AAM,market-sale-or-counterparty-cash-candidate,Citigroup,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-064,64,04020E-AE-7,standard-cusip-like,disposal-only-cusip-visible,Ares Strategic Income Fund Senior Unsecured 5.700% 03/15/28,118157527.000000,0.000000,115673137.000000,0.000000,701914.000000,04/11/2025,05/29/2025,Tax Free Exchange,tax-free-exchange-hold,Ares,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-065,65,25255G-AA-1,standard-cusip-like,disposal-only-cusip-visible,Diameter Credit Funding IV Ltd DCF 2021-4A A 2.940% 01/15/40,117887254.000000,0.000000,123600000.000000,0.000000,3691920.000000,10/22/2025,10/22/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-066,66,829932-AB-8,standard-cusip-like,holding-and-disposal-same-cusip-visible,Sixth Street Lending Partners Sr Unsecured,115672810.000000,100178715.000000,111904336.000000,0.000000,3531611.000000,01/21/2025,11/04/2025,ALRe Modco - VIAC GA - AAM,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-1-same-cusip-cash-candidate,"inspect source rows, counterparty label, numeric columns, and lot-level continuity before promotion","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition",same-CUSIP candidate where Schedule D shows both year-end holding context and cash-like proceeds/disposition evidence,"ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-067,67,98979Q-AA-1,standard-cusip-like,disposal-only-cusip-visible,Ziply Fiber Issuer LLC ZIPLY 2024-1A A2 6.640% 04/20/54,115000000.000000,0.000000,-129228.000000,0.000000,9303935.000000,08/28/2025,08/28/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-068,68,68389X-DP-7,standard-cusip-like,disposal-only-cusip-visible,Oracle Corp Senior Unsecured 5.875% 09/26/45,111880849.000000,0.000000,118845074.000000,-545.000000,984090.000000,09/25/2025,10/30/2025,Various 11/26/2025 Bank of America,market-sale-or-counterparty-cash-candidate,Bank of America,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-069,69,45262B-AC-7,standard-cusip-like,disposal-only-cusip-visible,Imperial Brands Finance PLC SENIOR 3.875% 07/26/29,110170152.000000,0.000000,115600455.000000,0.000000,2536000.000000,04/24/2025,04/29/2025,Various,market-sale-or-counterparty-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-070,70,59319M-AC-7,standard-cusip-like,disposal-only-cusip-visible,MF1 2023-FL12 LLC MF1 2023-FL12 AS 6.509% 10/19/38,109066000.000000,0.000000,448584.000000,0.000000,2607186.000000,04/21/2025,04/21/2025,Paydown,principal-paydown-cash-candidate,no-major-router-label-detected,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields","hold if parser columns are shifted, duplicate subtotals exist, or proceeds cannot be tied to a real disposition","named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
CFAASCBCHI-071,71,61774A-AE-3,standard-cusip-like,disposal-only-cusip-visible,Morgan Stanley Direct Lending Senior Unsecured 6.150% 05/17/29,108953006.000000,0.000000,9591001.000000,-387.000000,1683904.000000,02/07/2025,02/18/2025,Tax Free Exchange,tax-free-exchange-hold,Morgan Stanley,tier-3-disposal-only-or-no-year-end-holding,"prove full sale/maturity/paydown status or corrected year-end identifier, then reconcile consideration and book/gain/loss fields",hold if consideration represents exchange accounting rather than spendable cash,"named disposal/proceeds row visible, but no year-end holding match in the current Schedule D holdings parser","ranked inspection row; not final lot-level continuity, borrower cash, liability-cost spread, or asset-return proof","inspect raw source rows for this CUSIP and reconcile consideration, book value, gain/loss, interest, and disposition economics"
